Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Col_17,Col_18,Col_19,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
PACIFIC COAST TOTAL,54 57,,,,,,,9.0,10.0,19.0,21.0,29.0,49.0,91.0,,,,,95.1,170,region_total,Pacific Coast Total,,,skip,False,True
PACIFIC COAST TOTAL,54 57,,,,,,3.0,5.0,8.0,10.0,,20.0,29.0,49.0,,,,,94.7,170,,,,,skip,False,True
=== TABLE 72: PAGES 171-171 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 72: Pages 171-171 ===,,,skip,False,False
SUBURBAN,,,,,,,,,,,,,,,,,,,96.0,171,,SUBURBAN,,,skip,False,False
SUBURBAN,,,,,,,,2.0,,3.0,,,,,,,,,80.0,171,,nan,,0.0,unmatched,False,False
MIEOOLESEX CNTY MASS,,55,23.0,,30.0,9.0,,,3.0,,5.0,9.0,10.0,19.0,22.0,,,,89.9,171,,Middlesex County,219.0,82.9,low_confidence,False,False
LAKEHURST N J,,55 56,17.0,,39.0,8.0,,3.0,4.0,,5.0,6.0,10.0,13.0,16.0,,,,93.3,171,,Lakehurst,220.0,100.0,exact,True,False
LAKEHURST N J,,,,,,,,,,,5.0,,,,,,,,70.0,171,,nan,,0.0,unmatched,False,False
KANAWHA CO W VA,,55,17.0,,20.0,3.0,,1.0,1.0,2.0,,3.0,4.0,,6.0,,,,92.9,171,,Kanawha County,221.0,88.2,high_confidence,False,False
DENVER COUNTY COLO,,54 55,10.0,,5.0,2.0,,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,,,,93.5,171,,Denver County,227.0,100.0,exact,True,False
DENVER COUNTY COLO,,,,,,,,,,,4.0,,,,,,,,93.0,171,,nan,,0.0,unmatched,False,False
DENVER COUNTY COLO,,54 56,67.0,,39.0,6.0,,1.0,2.0,3.0,,4.0,6.0,10.0,19.0,,,,94.5,171,,,,,skip,True,False
NONURBAN,,,,,,,,,,,,,,,,,,,91.0,171,,NONURBAN,,,skip,False,False
PT WORONZOF ALASKA,,55 56,12.0,,200.0,30.0,,5.0,9.0,9.0,10.0,20.0,20.0,30.0,30.0,,,,94.4,171,,Pt. Woronzof,258.0,100.0,exact,True,False
=== TABLE 73: PAGES 172-175 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 73: Pages 172-175 ===,,,skip,False,False
WATERBURY CONN,55 56,,,,,,,,,,,,,,,,,,94.8,172,,Waterbury,1.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,2.0,,5.0,3.0,3.0,3.0,4.0,,,3.0,,,,,,,95.6,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,60.0,80.0,,2800.0,20.0,40.0,,40.0,9052.0,,100.0,,,,,,91.9,172,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,40.0,,,,16.0,26.0,,40.0,,66.0,80.0,,,,,,95.3,172,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,20.0,20.0,20.0,20.0,10.0,20.0,,40.0,,50.0,60.0,,,,,,94.7,172,,MINIMUM,,0.0,unmatched,False,False
BOSTON MASS,55,,,,,,,,,,,,,,,,,,85.3,172,,Boston,6.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,4.0,,2.0,2.0,,,,,,,91.5,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,30.0,,,,20.0,300.0,,70.0,,60.0,,,,,,,94.0,172,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,25.0,,,,12.0,170.0,,70.0,,45.0,,,,,,,95.2,172,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,20.0,,,,5.0,40.0,190.0,,,30.0,40.0,,,,,,88.8,172,,MINIMUM,,0.0,unmatched,False,False
EVERETT MAS S,55,,,,,,,,,,,,,,,,,,77.0,172,,Everett,8.0,96.0,high_confidence,False,False
NUMBER OF SAMPLES,,,3.0,,,,3.0,3.0,,2.0,,1.0,2.0,,,,,,95.1,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,80.0,,,,20.0,40.0,,30.0,70.0,,60.0,,,,,,89.3,172,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,39.0,,,,12.0,17.0,,18.0,70.0,,40.0,,,,,,94.3,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,8.0,,,,6.0,,3.0,7.0,70.0,,20.0,,,,,,95.7,172,,MIN MUM,,0.0,unmatched,False,False
EL 1ZABETH WN,55 56,,,,,,,,,,,,,,,,,,66.4,172,,Elizabeth,21.0,76.9,low_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,5.0,1.0,,1.0,2.0,,,1.0,2.0,,,,,,94.6,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,10.0,,35.0,10.0,,3.0,27.0,30.0,,25.0,40.0,,,,,,91.2,172,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,8.0,,,,,3.0,16.0,30.0,,25.0,25.0,,,,,,95.0,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,6.0,8.0,,10.0,,3.0,6.0,30.0,,25.0,,,,,,,91.3,172,,MIN MUM,,0.0,unmatched,False,False
PA ULSBORO N,55 56,,,,,,,,,,,,,,,,,,92.4,172,,Paulsboro,22.0,88.0,high_confidence,False,True
NUMBER OF SAMPLES,,,4.0,2.0,4.0,,1.0,4.0,,,2.0,,1.0,,,,,,95.0,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,1.0,,,,,22.0,,,18.0,,7.0,,,,,,92.7,172,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,33.0,,,,11.0,,,,16.0,,7.0,,,,,,94.4,172,,Anchorage,187.0,62.5,low_confidence,False,False
MI N I MUM,,,16.0,,,,11.0,,4.0,,15.0,,7.0,,,,,,88.6,172,,Mi N I MUM,,0.0,unmatched,False,False
CA MDEN N J,55 56,,,,,,,,,,,,,,,,,,86.3,172,,Camden,19.0,95.2,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,2.0,1.0,,1.0,1.0,2.0,3.0,,,2.0,,,,,,94.6,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,72.0,28.0,10.0,,7.0,14.0,95.0,,,,19.0,,,,,,94.8,172,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,42.0,28.0,10.0,,,14.0,61.0,,,,18.0,,,,,,95.1,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,26.0,26.0,10.0,,7.0,14.0,28.0,,10.0,,17.0,,,,,,94.1,172,,MIN MUM,,0.0,unmatched,False,False
PERTH AMBOY N J,55 56,,,,,,,,,,,,,,,,,,93.0,172,,Perth Amboy,18.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,1.0,3.0,4.0,,,1.0,2.0,,2.0,3.0,,,,,,,94.9,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,8.0,21.0,53.0,,,5.0,19.0,,38.0,,,,,,,,88.8,172,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,8.0,19.0,32.0,,,5.0,16.0,,24.0,,15.0,,,,,,95.4,172,,Anchorage,187.0,62.5,low_confidence,False,False
MTN I MUM,,,8.0,19.0,14.0,,,5.0,13.0,,190.0,,13.0,,,,,,89.3,172,,Mtn I MUM,,0.0,unmatched,False,False
TRENTON WN J,55 56,,,,,,,,,,,,,,,,,,86.6,172,,Trenton,28.0,95.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,3.0,,,,,,91.8,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,41.0,45.0,,,7.0,,4.0,,35.0,,30.0,,,,,,95.5,172,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,30.0,45.0,,,7.0,,4.0,,35.0,,18.0,,,,,,94.9,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,19.0,45.0,,,7.0,,4.0,,35.0,,,,,,,,93.0,172,,MIN I MUM,,0.0,unmatched,False,False
JERSEY CIITY NJ,55 56,,,,,,,,,,,,,,,,,,76.2,172,,Jersey City,27.0,93.3,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,3.0,3.0,,2.0,2.0,2.0,,,1.0,2.0,,,,,,93.5,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,100.0,150.0,29.0,,45.0,,41.0,,,30.0,42.0,,,,,,95.3,172,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,72.0,85.0,25.0,,43.0,,38.0,,,30.0,32.0,,,,,,95.2,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,46.0,41.0,22.0,,41.0,,35.0,,,30.0,,,,,,,92.3,172,,MIN MUM,,0.0,unmatched,False,False
NEW YORK WN,54 56,,,,,,,,,,,,,,,,,,88.8,172,,New York,30.0,87.0,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,1.0,4.0,1.0,,4.0,4.0,,3.0,4.0,4.0,,,,,,95.6,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX IMUM,,,84.0,58.0,110.0,68.0,60.0,100.0,,,95.0,210.0,,,,,,,92.4,172,,MAX IMUM,,0.0,unmatched,False,False
AVERAGE,,,66.0,58.0,78.0,68.0,38.0,67.0,,40.0,69.0,119.0,,,,,,,95.5,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN,,,55.0,,,,21.0,21.0,,40.0,54.0,68.0,,,,,,,93.5,172,,MIN,,0.0,unmatched,False,False
PU ILADELPHI A PA,55 56,,,,,,,,,,,,,,,,,,84.7,172,,Philadelphia,41.0,87.5,high_confidence,False,True
NUMBER OF SAMPLES,,,13.0,13.0,,18.0,12.0,13.0,13.0,,,8.0,9.0,,,,,,92.5,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX,,,69.0,43.0,,130.0,74.0,,40.0,40.0,52.0,,83.0,,,,,,95.2,172,,MAX,,0.0,unmatched,False,False
AVERAGE,,,36.0,20.0,27.0,26.0,22.0,,18.0,20.0,20.0,35.0,41.0,,,,,,95.5,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN TMUM,,,11.0,,9.0,8.0,5.0,,6.0,8.0,12.0,,15.0,,,,,,88.5,172,,MIN tMUM,,0.0,unmatched,False,False
AL TOONA PA,56,,,,,,,,,,,,,,,,,,93.2,172,,Altoona,57.0,95.2,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,1.0,,3.0,,,1.0,2.0,2.0,,,,,,,,93.9,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX 1MUM,,,3.0,7.0,,10.0,,,8.0,10.0,10.0,,,,,,,,87.4,172,,MAX 1MUM,,0.0,unmatched,False,False
AVERAGE,,,3.0,,,,,,8.0,,,8.0,,,,,,,94.9,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN,,,3.0,,,,,,8.0,,,8.0,,,,,,,93.2,172,,MIN,,0.0,unmatched,False,False
BR PA,55 56,,,,,,,,,,,,,,,,,,95.2,172,,Erie,56.0,66.7,low_confidence,False,True
NUMBER OF SAMPLES,,,1.0,1.0,,2.0,,2.0,,4.0,,2.0,2.0,,,,,,95.6,172,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX IMUM,,,17.0,,,,,13.0,,17.0,,9.0,17.0,,,,,,89.5,172,,MAX IMUM,,0.0,unmatched,False,False
AVERAGE,,,17.0,,,,,6.0,,6.0,,7.0,16.0,,,,,,93.2,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIWN,,,17.0,12.0,3.0,,,,,3.0,,5.0,,,,,,,90.5,172,,MiWN,,0.0,unmatched,False,False
CH ESTER PA,55 56,,,,,,,,,,,,,,,,,,93.8,172,,Chester,55.0,95.2,high_confidence,False,True
NUM BER OF SAMPLES,,,1.0,,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,94.2,172,,NUM BER OF SAMPLES,,0.0,unmatched,False,False
MAX 1MUM,,,17.0,,98.0,5.0,12.0,,57.0,,,,11.0,,,,,,91.4,172,,MAX 1MUM,,0.0,unmatched,False,False
AVERAGE,,,17.0,,53.0,2.0,8.0,10.0,24.0,,,,11.0,,,,,,95.4,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN,,,17.0,,8.0,,5.0,10.0,,7.0,,,11.0,,,,,,91.4,172,,MIN,,0.0,unmatched,False,False
ER BE PA,56,,,,,,,,,,,,,,,,,,87.5,172,,Erie,56.0,80.0,low_confidence,False,False
NUM BER OF SAMPLES,,,1.0,2.0,3.0,2.0,1.0,1.0,,3.0,4.0,,3.0,,,,,,94.5,172,,NUM BER OF SAMPLES,,0.0,unmatched,False,False
MAX,,,4.0,,,,4.0,,,5.0,7.0,,4.0,,,,,,92.6,172,,MAX,,0.0,unmatched,False,False
AVERAGE,,,4.0,,,,4.0,,,3.0,3.0,4.0,,,,,,,93.3,172,,Anchorage,187.0,62.5,low_confidence,False,False
MIN,,,4.0,6.0,,,4.0,,,2.0,2.0,3.0,,,,,,,94.0,172,,MIN,,0.0,unmatched,False,False
PT TTSBURGH PA,56,,,,,,,,,,,,,,,,,,86.8,172,,Pittsburgh,48.0,88.9,high_confidence,False,False
NUM BER OF SAMPLES,,,3.0,3.0,,,3.0,,,,2.0,2.0,,,,,,,95.6,172,,NUM BER OF SAMPLES,,0.0,unmatched,False,False
MAX,,,9.0,40.0,,,100.0,,,20.0,20.0,,,,,,,,95.3,172,,MAX,,0.0,unmatched,False,False
AVE RAGE,,,6.0,23.0,,,40.0,,,15.0,,,8.0,,,,,,95.1,172,,East Orange,29.0,63.2,low_confidence,False,False
MIN MUM,,,4.0,,,,10.0,,,10.0,,,8.0,,,,,,90.3,172,,MIN MUM,,0.0,unmatched,False,False
WILLEAMSPORT PA,55 56,,,,,,,,,,,,,,,,,,84.2,173,,Williamsport,50.0,93.3,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,1.0,,3.0,2.0,,,3.0,,3.0,,,,,,,95.2,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,20.0,10.0,20.0,20.0,2.0,8.0,200.0,,,10.0,,,,,,,93.6,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,12.0,10.0,14.0,10.0,1.0,8.0,200.0,,,8.0,,,,,,,94.7,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,7.0,10.0,9.0,,,8.0,200.0,,,6.0,8.0,,,,,,93.9,173,,MINIMUM,,0.0,unmatched,False,False
WASHINGTON OC,55 56,,,,,,,,,,,,,,,,,,89.5,173,,Washington,61.0,88.9,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,1.0,3.0,2.0,,3.0,,1.0,1.0,,,,,,,95.4,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,30.0,,20.0,30.0,40.0,,,30.0,40.0,,,,,,,,93.4,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,25.0,,20.0,23.0,25.0,30.0,,25.0,40.0,,,,,,,,95.4,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,20.0,,20.0,20.0,10.0,30.0,,20.0,40.0,,,,,,,,95.2,173,,MINIMUM,,0.0,unmatched,False,False
LOUISVILLE KY,54 55,,,,,,,,,,,,,,,,,,80.8,173,,Louisville,64.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,3.0,1.0,1.0,1.0,3.0,13.0,13.0,,,,6.0,,,,,,92.1,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,86.0,,,,12.0,30.0,,32.0,,,80.0,,,,,,95.1,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,33.0,,,,6.0,7.0,,,7.0,,21.0,,,,,,95.2,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,3.0,,,,,,,,2.0,4.0,,,,,,,94.4,173,,MINIMUM,,0.0,unmatched,False,False
BALTIMORE MD,57,,,,,,,,,,,,,,,,,,89.7,173,,Baltimore,67.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,,3.0,1.0,3.0,,3.0,,,,,,,,,,93.3,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX1MUM,,,45.0,57.0,4.0,,33.0,33.0,56.0,67.0,,,,,,,,,93.2,173,,MAX1MUM,,0.0,unmatched,False,False
AVERAGE,,,43.0,37.0,60.0,53.0,26.0,31.0,34.0,67.0,,,,,,,,,94.6,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,42.0,17.0,,53.0,19.0,29.0,,67.0,,,,,,,,,91.0,173,,MINIMUM,,0.0,unmatched,False,False
CHARLESTON W VA,55,,,,,,,,,,,,,,,,,,91.8,173,,Charleston,77.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,1.0,,,2.0,2.0,,,1.0,3.0,,,,,,,,88.4,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,8.0,,,20.0,10.0,,10.0,,,100.0,,,,,,,86.3,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,8.0,,,11.0,6.0,,10.0,,,50.0,,,,,,,93.8,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINTMUM,,,8.0,,,3.0,3.0,3.0,10.0,,,,7.0,,,,,,89.8,173,,MINtMUM,,0.0,unmatched,False,False
TAMPA FLA,55,,,,,,,,,,,,,,,,,,95.0,173,,Tampa,84.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,1.0,1.0,3.0,2.0,1.0,,,3.0,,2.0,,,,,,,94.6,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,8.0,20.0,5.0,,3.0,,20.0,,,3.0,4.0,,,,,,91.4,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,8.0,,,,3.0,,12.0,,,2.0,4.0,,,,,,95.2,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,8.0,20.0,,3.0,3.0,,5.0,5.0,7.0,,4.0,,,,,,94.3,173,,MINIMUM,,0.0,unmatched,False,False
ATLANTA GA,55 36,,,,,,,,,,,,,,,,,,83.5,173,,Atlanta,85.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,93.4,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,7.0,69.0,,60.0,3.0,20.0,,,10.0,,8.0,,,,,,91.8,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,7.0,,5.0,60.0,3.0,10.0,,,10.0,,8.0,,,,,,88.5,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,7.0,,,60.0,3.0,3.0,7.0,,10.0,,8.0,,,,,,94.7,173,,MINIMUM,,0.0,unmatched,False,False
CH ATTANOOGA TENN,55 56,,,,,,,,,,,,,,,,,,92.8,173,,Chattanooga,92.0,97.0,high_confidence,False,True
NUMBER OF SAMPLES,,,,,,,,1.0,,4.0,5.0,,,,,,,,91.6,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,6.0,,,,,3.0,,9.0,18.0,,10.0,,,,,,92.8,173,,nan,,0.0,unmatched,False,False
AVERAGE,,,,,,,,3.0,4.0,5.0,8.0,,7.0,,,,,,93.7,173,,Anchorage,187.0,62.5,low_confidence,False,False
MIIENIMUM,,,,4.0,,,,3.0,,3.0,,2.0,4.0,,,,,,85.8,173,,MIiENIMUM,,0.0,unmatched,False,False
CH AGO PEL,55,,,,,,,,,,,,,,,,,,71.0,173,,Chicago,99.0,66.7,low_confidence,False,False
NUMBER OF SAMPLES,,,3.0,,,,11.0,,,,10.0,10.0,,,,,,,91.3,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,50.0,,,,100.0,,30.0,30.0,30.0,30.0,50.0,,,,,,89.9,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,30.0,,39.0,15.0,20.0,,,9.0,13.0,16.0,30.0,,,,,,93.7,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,10.0,3.0,9.0,4.0,6.0,,4.0,7.0,,7.0,20.0,,,,,,93.7,173,,MINIMUM,,0.0,unmatched,False,False
EA ST ST LOUIS PLL,56,,,,,,,,,,,,,,,,,,79.8,173,,East St. Louis,104.0,91.4,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,2.0,,3.0,,4.0,,,2.0,3.0,,,,,,95.0,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,6.0,,,,9.0,10.0,10.0,60.0,,9.0,20.0,,,,,,94.3,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,5.0,,,,6.0,10.0,,23.0,,7.0,14.0,,,,,,94.1,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,5.0,,9.0,3.0,4.0,10.0,,,3.0,6.0,,,,,,,95.2,173,,MINIMUM,,0.0,unmatched,False,False
EA ST CHICAGO INO,55 56,,,,,,,,,,,,,,,,,,87.3,173,,East Chicago,107.0,90.9,high_confidence,False,True
NUMBER OF SAMPLES,,,5.0,,,,6.0,10.0,,7.0,,8.0,8.0,,,,,,92.2,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,30.0,,,,30.0,,100.0,,30.0,30.0,40.0,,,,,,95.6,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,15.0,,,,12.0,,24.0,,21.0,,13.0,,,,,,94.5,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,6.0,4.0,,10.0,2.0,,4.0,5.0,7.0,,,,,,,,93.9,173,,MINIMUM,,0.0,unmatched,False,False
NCINNATI OHIO,55,,,,,,,,,,,,,,,,,,90.7,173,,Cincinnati,126.0,80.0,low_confidence,False,False
NUMBER OF SAMPLES,,,,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,,,,,,95.8,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,,12.0,,10.0,,22.0,99.0,,,,,,,93.1,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,11.0,,8.0,,14.0,54.0,,,,,,,95.3,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,,,,10.0,,,,6.0,10.0,10.0,,,,,,87.5,173,,MINIMUM,,0.0,unmatched,False,False
YOUNGSTOWN OHIO,57,,,,,,,,,,,,,,,,,,94.7,173,,Youngstown,137.0,88.9,high_confidence,False,False
NUMBER OF SAMPLES,,,,1.0,2.0,1.0,1.0,2.0,2.0,,2.0,,,,,,,,89.9,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,,23.0,50.0,33.0,16.0,46.0,53.0,,51.0,,,,,,,,94.1,173,,nan,,0.0,unmatched,False,False
AVERAGE,,,,23.0,38.0,33.0,16.0,39.0,42.0,,46.0,,,,,,,,95.3,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,23.0,,33.0,16.0,33.0,,,42.0,,,,,,,,95.0,173,,MINIMUM,,0.0,unmatched,False,False
MI LWAUKEE WIS,57,,,,,,,,,,,,,,,,,,72.2,173,,Milwaukee,138.0,92.9,high_confidence,False,False
NUMBER OF SAMPLES,,,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,91.3,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,70.0,,55.0,25.0,11.0,22.0,,36.0,,,,,,,,,94.3,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,44.0,,36.0,22.0,11.0,20.0,,28.0,,,,,,,,,95.5,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,19.0,15.0,25.0,19.0,11.0,19.0,,20.0,,,,,,,,,88.8,173,,MINIMUM,,0.0,unmatched,False,False
MI NNEAPOLIS MINN,54 55,,,,,,,,,,,,,,,,,,73.4,173,,Minneapolis,147.0,97.0,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,1.0,1.0,,2.0,,5.0,,,,,,,,,,95.5,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX,,,7.0,10.0,6.0,,5.0,,60.0,,6.0,10.0,20.0,,,,,,87.7,173,,MAX,,0.0,unmatched,False,False
AVERAGE,,,7.0,10.0,6.0,,3.0,,14.0,,,,20.0,,,,,,95.0,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINTMUM,,,7.0,10.0,6.0,,2.0,,2.0,4.0,4.0,4.0,20.0,,,,,,92.5,173,,MINtMUM,,0.0,unmatched,False,False
KA NSAS CITY MO,55 56,,,,,,,,,,,,,,,,,,93.3,173,,Kansas City,150.0,96.6,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,3.0,3.0,,2.0,2.0,4.0,,1.0,1.0,1.0,,,,,,95.5,173,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,17.0,,,,10.0,,10.0,,,10.0,20.0,,,,,,92.2,173,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,13.0,,,,7.0,,7.0,,7.0,10.0,20.0,,,,,,95.8,173,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,10.0,7.0,4.0,,4.0,,,4.0,7.0,10.0,20.0,,,,,,92.3,173,,MINIMUM,,0.0,unmatched,False,False
LOUIS WMO,55 56,,,,,,,,,,,,,,,,,,90.8,174,,St. Louis,154.0,80.0,low_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,,3.0,,2.0,,1.0,1.0,3.0,,,,,,,95.4,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,,,20.0,8.0,7.0,8.0,20.0,,,10.0,20.0,,,,,,92.3,174,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,35.0,,14.0,6.0,6.0,6.0,12.0,,,9.0,15.0,,,,,,94.5,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,20.0,,8.0,4.0,5.0,,6.0,10.0,,8.0,10.0,,,,,,90.8,174,,MIN MUM,,0.0,unmatched,False,False
NEW ORLEANS LA,54 55,,,,,,,,,,,,,,,,,,95.8,174,,New Orleans,162.0,100.0,exact,False,True
NUMBER OE SAMPLES,,,3.0,3.0,4.0,4.0,4.0,6.0,,4.0,4.0,,3.0,,,,,,95.3,174,,NUMBER OE SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,5.0,3.0,2.0,,,7.0,,6.0,,,7.0,,,,,,91.9,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,1.0,,3.0,,3.0,3.0,,1.0,1.0,4.0,,,,,,95.5,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,3.0,,,2.0,,,3.0,3.0,,,,,,,,,87.3,174,,MIN I MUM,,0.0,unmatched,False,False
FT WORTH TEXAS,54 55,,,,,,,,,,,,,,,,,,94.2,174,,Ft. Worth,174.0,85.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,95.5,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,10.0,,,,9.0,,,3.0,3.0,4.0,4.0,,,,,,93.5,174,,MAX I MUM,,0.0,unmatched,False,False
