Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Col_17,Col_18,Col_19,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
AVERAGE,,,8.0,,4.0,2.0,7.0,,2.0,2.0,3.0,,3.0,,,,,,95.8,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN 1 MUM,,,6.0,2.0,4.0,2.0,5.0,,2.0,,3.0,,2.0,,,,,,93.1,174,,MIN 1 MUM,,0.0,unmatched,False,False
HOUSTON TEXAS,54 55,,,,,,,,,,,,,,,,,,95.2,174,,Houston,177.0,91.7,high_confidence,False,True
NUMBER OF SAMPLES,,,5.0,,,,6.0,7.0,,6.0,6.0,9.0,,,,,,,93.5,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,3.0,,,,,5.0,,16.0,60.0,,12.0,,,,,,91.1,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,2.0,2.0,,1.0,3.0,,2.0,7.0,12.0,,5.0,,,,,,95.3,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,,,,,,,,,,,1.0,,,,,,85.0,174,,MIN I MUM,,0.0,unmatched,False,False
BELLA RE TEXAS,54 55,,,,,,,,,,,,,,,,,,95.0,174,,Bellaire,179.0,84.6,low_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,,,2.0,2.0,3.0,3.0,4.0,,3.0,,,,,,95.5,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,,3.0,,6.0,10.0,,5.0,,2.0,2.0,5.0,,,,,,92.8,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,,2.0,,5.0,5.0,,2.0,,1.0,1.0,2.0,,,,,,94.9,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,,2.0,,4.0,,2.0,,,,,,,,,,,93.2,174,,MIN MUM,,0.0,unmatched,False,False
OENVER COL,54 55,,,,,,,,,,,,,,,,,,81.0,174,,Denver,182.0,85.7,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,,,,,95.8,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX T MUM,,,5.0,10.0,20.0,20.0,,10.0,,,,6.0,,,,,,,88.8,174,,MAX t MUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,6.0,15.0,11.0,,6.0,,,,6.0,,,,,,,94.6,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,3.0,3.0,10.0,3.0,,3.0,,,,6.0,,,,,,,90.1,174,,MIN I MUM,,0.0,unmatched,False,False
SA LT LAKE CITY UTAH,54 55,,,,,,,,,,,,,,,,,,93.0,174,,Salt Lake City,185.0,97.4,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,95.6,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,30.0,,,,30.0,,,10.0,10.0,10.0,10.0,,,,,,92.8,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,18.0,,,,20.0,,,10.0,10.0,,,,,,,,94.5,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN 1 MUM,,,7.0,,,,10.0,,10.0,10.0,10.0,,6.0,,,,,,85.7,174,,MIN 1 MUM,,0.0,unmatched,False,False
AN CHORAGE ALASKA,54 55,,,,,,,,,,,,,,,,,,91.8,174,,Anchorage,187.0,97.0,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,2.0,2.0,,4.0,,1.0,,1.0,1.0,1.0,,,,,,94.6,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX J MUM,,,4.0,10.0,20.0,,120.0,,10.0,,10.0,,7.0,,,,,,94.2,174,,MAX J MUM,,0.0,unmatched,False,False
AVERAGE,,,4.0,5.0,11.0,,39.0,,10.0,,10.0,,7.0,,,,,,95.0,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN I MUM,,,4.0,,3.0,,9.0,,10.0,,10.0,,7.0,,,,,,90.7,174,,MIN I MUM,,0.0,unmatched,False,False
SA N FRANCISCO CALIF,55 56,,,,,,,,,,,,,,,,,,93.2,174,,San Francisco,204.0,97.4,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,,,,2.0,5.0,,3.0,3.0,5.0,,,,,,,94.5,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,8.0,,,,9.0,,,5.0,20.0,20.0,20.0,,,,,,94.1,174,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,5.0,,10.0,,7.0,,,,9.0,,20.0,,,,,,95.0,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN J MUM,,,3.0,3.0,10.0,3.0,5.0,,4.0,,2.0,,20.0,,,,,,91.6,174,,MiN J MUM,,0.0,unmatched,False,False
PA SADENA CALIF,55 56,,,,,,,,,,,,,,,,,,87.2,174,,Pasadena,199.0,96.6,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,1.0,3.0,3.0,2.0,3.0,,2.0,2.0,,,,,,,,95.7,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,100.0,3.0,,30.0,10.0,30.0,,30.0,40.0,,,,,,,,95.7,174,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,52.0,3.0,,21.0,8.0,20.0,,25.0,30.0,,,,,,,,94.6,174,,Anchorage,187.0,62.5,low_confidence,False,False
MION MUM,,,5.0,3.0,10.0,10.0,7.0,10.0,,20.0,20.0,,,,,,,,84.1,174,,MioN MUM,,0.0,unmatched,False,False
SA N JOSE CALIF,55 56,,,,,,,,,,,,,,,,,,93.5,174,,San Jose,206.0,96.6,high_confidence,False,True
NUMBER OF SAMPLES,,,2.0,2.0,,3.0,3.0,3.0,3.0,,,2.0,3.0,,,,,,94.8,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,10.0,,,40.0,10.0,20.0,30.0,35.0,,20.0,40.0,,,,,,90.3,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,9.0,4.0,,19.0,7.0,13.0,,34.0,,,22.0,,,,,,91.2,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,9.0,4.0,,7.0,6.0,10.0,21.0,34.0,,,7.0,,,,,,90.7,174,,MIN MUM,,0.0,unmatched,False,False
SA N LEANORO CALIF,55 56,,,,,,,,,,,,,,,,,,87.2,174,,San Leandro,207.0,91.4,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,,,,2.0,4.0,4.0,,3.0,7.0,,,,,,,95.3,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,5.0,,,,30.0,,90.0,,20.0,40.0,,,,,,,94.1,174,,MAX I MUM,,0.0,unmatched,False,False
AVERAGE,,,,,,,20.0,,30.0,,20.0,,,,,,,,95.6,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN MUM,,,5.0,,,,10.0,,10.0,10.0,20.0,,10.0,,,,,,93.1,174,,MIN MUM,,0.0,unmatched,False,False
PORTLAND OREGON,54 55,,,,,,,,,,,,,,,,,,94.8,174,,Portland,212.0,88.9,high_confidence,False,True
NUMBER OF SAMPLES,,,,3.0,1.0,,,2.0,7.0,,,,,,,,,,94.1,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,,100.0,30.0,,,100.0,100.0,,100.0,,,,,,,,95.6,174,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,,60.0,30.0,,,85.0,,64.0,100.0,,,,,,,,95.3,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN T MUM,,,,20.0,30.0,,,70.0,,30.0,100.0,,,,,,,,91.0,174,,MIN t MUM,,0.0,unmatched,False,False
SEATTLE WASH,57,,,,,,,2.0,,,,,,,,,,,89.2,174,,Seattle,218.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,2.0,1.0,,3.0,2.0,,2.0,3.0,,,,,,,,,94.8,174,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX MUM,,,120.0,,,,58.0,,95.0,,88.0,,,,,,,,91.0,174,,MAX MUM,,0.0,unmatched,False,False
AVERAGE,,,110.0,,,,40.0,61.0,,,88.0,,,,,,,,94.9,174,,Anchorage,187.0,62.5,low_confidence,False,False
MIN J MUM,,,100.0,,,,22.0,48.0,,26.0,88.0,,,,,,,,93.0,174,,MIN J MUM,,0.0,unmatched,False,False
SUBURBAN,,,,,,,,,,,,,,,,,,,95.0,175,,SUBURBAN,,,skip,False,False
MIDOLESEX CNTY MASS,55,,,,,,,,,,,,,,,,,,91.5,175,,Middlesex County,219.0,90.0,high_confidence,False,False
NUMBER OF SAMPLES,,,1.0,2.0,,1.0,3.0,,3.0,,1.0,2.0,3.0,,,,,,93.9,175,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,20.0,20.0,,2.0,30.0,,10.0,106.0,,9.0,30.0,,,,,,93.3,175,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,20.0,,,2.0,16.0,,,,,5.0,13.0,,,,,,95.7,175,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,20.0,4.0,,2.0,,3.0,,,,2.0,4.0,,,,,,94.2,175,,MINIMUM,,0.0,unmatched,False,False
LA KEHURST N,55 56,,,,,,,,,,,,,,,,,,91.2,175,,Lakehurst,220.0,88.0,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,2.0,,,,,,,94.8,175,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
NUMBER OF SAMPLES,,,,,39.0,6.0,13.0,,,5.0,,17.0,,,,,,,93.9,175,,nan,,0.0,unmatched,False,False
AVERAGE,,,,,21.0,3.0,13.0,,,5.0,,11.0,,,,,,,91.6,175,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,5.0,3.0,,13.0,,,4.0,,6.0,,,,,,,89.0,175,,MINIMUM,,0.0,unmatched,False,False
KA NAWHA CO WWW VA,55,,,,,,,,,,,,,,,,,,83.5,175,,Kanawha County,221.0,81.1,low_confidence,False,False
NUMBER OF SAMPLES,,,3.0,2.0,,2.0,1.0,3.0,,,2.0,,1.0,,,,,,94.0,175,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,7.0,5.0,,20.0,4.0,,5.0,,4.0,,,,,,,,94.3,175,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,2.0,4.0,,13.0,4.0,,5.0,,3.0,,,,,,,,92.9,175,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,3.0,,6.0,4.0,,5.0,,3.0,,,,,,,,91.4,175,,MINIMUM,,0.0,unmatched,False,False
DOE NVER COUNTY COLO,54 55,,,,,,,,,,,,,,,,,,80.5,175,,Denver County,227.0,94.7,high_confidence,False,True
NUMBER OF SAMPLES,,,1.0,1.0,1.0,,,1.0,,2.0,2.0,,1.0,,,,,,93.4,175,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,2.0,,4.0,,,5.0,,3.0,3.0,4.0,,,,,,,91.8,175,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,2.0,,4.0,,,5.0,,2.0,3.0,4.0,,,,,,,95.1,175,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,2.0,,4.0,,,5.0,,2.0,3.0,4.0,,,,,,,91.2,175,,MINIMUM,,0.0,unmatched,False,False
NONURBAN,,,,,,,,,,,,,,,,,,,90.0,175,,NONURBAN,,,skip,False,False
PT WORONZOF ALASKA,55 56,,,,,,,,,,,,,,,,,,91.6,175,,Pt. Woronzof,258.0,100.0,exact,False,True
NUMBER OF SAMPLES,,,,1.0,,2.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,92.8,175,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAX I MUM,,,,2.0,200.0,30.0,,20.0,,,9.0,20.0,,,,,,,78.1,175,,MAX i MUM,,0.0,unmatched,False,False
AVERAGE,,,,2.0,200.0,25.0,,20.0,,,9.0,20.0,,,,,,,95.4,175,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,,2.0,200.0,20.0,,,5.0,6.0,9.0,20.0,,,,,,,94.8,175,,MINIMUM,,0.0,unmatched,False,False
=== TABLE 74: PAGES 176-176 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 74: Pages 176-176 ===,,,skip,False,False
NEW YORK N OY,2,,28.0,1.0,59.0,25.0,6.0,11.0,15.0,22.0,27.0,30.0,33.0,36.0,41.0,,,,89.3,176,,New York,31.0,100.0,exact,False,False
NEW YORK N OY,3,54,,,28.0,10.0,1.0,1.0,4.0,9.0,10.0,10.0,11.0,12.0,12.0,,,,93.6,176,,nan,,0.0,unmatched,False,False
NEW YORK N OY,,54 55,36.0,,59.0,21.0,4.0,9.0,11.0,14.0,22.0,28.0,30.0,34.0,39.0,,,,93.9,176,,nan,,0.0,unmatched,True,False
PHILADELPHIA PA,,54,10.0,,28.0,12.0,1.0,3.0,7.0,8.0,12.0,12.0,13.0,13.0,27.0,,,,91.9,176,,Philadelphia,41.0,100.0,exact,False,False
WASHINGTON ODOC,,54 55,25.0,,34.0,15.0,1.0,5.0,9.0,14.0,17.0,18.0,20.0,,27.0,,,,91.5,176,,Washington,61.0,89.7,high_confidence,True,False
LOUISVILLE KY,,54,9.0,3.0,44.0,25.0,3.0,11.0,15.0,17.0,21.0,21.0,36.0,38.0,46.0,,,,93.2,176,,Louisville,64.0,100.0,exact,False,False
CHARLESTON W VA,1,54,7.0,,42.0,13.0,1.0,1.0,5.0,5.0,6.0,6.0,,27.0,27.0,,,,92.9,176,,Charleston,77.0,100.0,exact,False,False
TAMPA FLA,1,54,10.0,1.0,18.0,,1.0,2.0,2.0,3.0,5.0,5.0,,15.0,17.0,,,,94.0,176,,Tampa,84.0,100.0,exact,False,False
ATLANTA GA,1,54,9.0,,26.0,10.0,1.0,4.0,4.0,8.0,8.0,8.0,,15.0,26.0,,,,95.3,176,,Atlanta,85.0,100.0,exact,False,False
CHICAGO PLL,,54,37.0,,86.0,32.0,2.0,11.0,19.0,28.0,32.0,37.0,41.0,48.0,58.0,,,,92.4,176,,Chicago,99.0,90.9,high_confidence,False,False
CHICAGO PLL,,,6.0,5.0,44.0,30.0,5.0,5.0,29.0,29.0,30.0,38.0,38.0,43.0,43.0,,,,94.5,176,,nan,,0.0,unmatched,False,False
CHICAGO PLL,,54 55,43.0,,86.0,31.0,2.0,15.0,23.0,28.0,32.0,37.0,41.0,45.0,58.0,,,,95.3,176,,nan,,0.0,unmatched,True,False
DETROIT MICH,1,53 54,29.0,,71.0,27.0,4.0,11.0,14.0,21.0,23.0,26.0,37.0,43.0,,,,,91.7,176,,Detroit,115.0,100.0,exact,True,False
CINCINNATI OHIO,1,54 55,73.0,3.0,,15.0,5.0,8.0,10.0,12.0,14.0,16.0,18.0,22.0,28.0,,,,93.4,176,,Cincinnati,126.0,93.3,high_confidence,True,False
CINCINNATI OHIO,2,54,19.0,7.0,53.0,23.0,,13.0,16.0,19.0,22.0,23.0,24.0,27.0,41.0,,,,93.9,176,,nan,,0.0,unmatched,False,False
CINCINNATI OHIO,4,54,16.0,3.0,36.0,16.0,5.0,6.0,11.0,14.0,,17.0,21.0,23.0,23.0,,,,94.9,176,,nan,,0.0,unmatched,False,False
CINCINNATI OHIO,5,54,27.0,3.0,69.0,28.0,9.0,10.0,14.0,17.0,21.0,29.0,34.0,48.0,61.0,,,,94.7,176,,nan,,0.0,unmatched,False,False
CINCINNATI OHIO,,54 55,135.0,3.0,69.0,19.0,6.0,9.0,12.0,14.0,16.0,18.0,22.0,26.0,36.0,,,,95.5,176,,nan,,0.0,unmatched,True,False
MINNEAPQLIS MINA,1,54,14.0,4.0,20.0,,4.0,5.0,6.0,9.0,11.0,12.0,15.0,16.0,19.0,,,,91.1,176,,Minneapolis,147.0,87.5,high_confidence,False,False
KANSAS CITY MO,,54,6.0,2.0,,,2.0,2.0,3.0,3.0,4.0,4.0,,,6.0,,,,95.5,176,,Kansas City,150.0,100.0,exact,False,False
NEW ORLEANS LA,,54,4.0,6.0,22.0,14.0,,6.0,6.0,9.0,9.0,9.0,19.0,19.0,24.0,,,,95.5,176,,New Orleans,162.0,100.0,exact,False,False
FT WORTH TEXAS,1,54,6.0,5.0,59.0,20.0,5.0,5.0,7.0,7.0,9.0,11.0,,30.0,30.0,,,,91.7,176,,Ft. Worth,174.0,85.7,high_confidence,False,False
LAKEWORTH TEXAS,1,54,5.0,,33.0,17.0,1.0,1.0,9.0,9.0,13.0,13.0,32.0,32.0,34.0,,,,94.9,176,,Lakeworth Village,175.0,72.2,low_confidence,False,False
HOUSTON TEXAS,1,54,16.0,,48.0,10.0,,,1.0,1.0,6.0,10.0,11.0,19.0,24.0,,,,94.9,176,,Houston,177.0,96.2,high_confidence,False,False
SALT LAKE CITY UTAH,2,54,5.0,14.0,42.0,22.0,14.0,14.0,15.0,15.0,17.0,17.0,24.0,24.0,43.0,,,,95.0,176,,Salt Lake City,185.0,100.0,exact,False,False
ANCHORAGE ALASKA,1,54 55,24.0,,400.0,28.0,,1.0,4.0,7.0,9.0,11.0,,19.0,34.0,,,,91.9,176,,Anchorage,187.0,100.0,exact,True,False
LOS ANGELES CALIF,,54,,1.0,40.0,15.0,2.0,4.0,7.0,9.0,11.0,15.0,23.0,27.0,30.0,,,,93.8,176,,Los Angeles,195.0,100.0,exact,False,False
PASADENA CALIF,1,54 55,24.0,,52.0,22.0,2.0,,14.0,20.0,22.0,24.0,30.0,32.0,38.0,,,,94.1,176,,Pasadena,199.0,100.0,exact,True,False
BERKELEY CALIF,1,54 55,35.0,1.0,,12.0,5.0,7.0,8.0,10.0,12.0,13.0,15.0,16.0,26.0,,,,94.2,176,,Berkeley,191.0,100.0,exact,True,False
SAN JOSE CALIF,1,54 55,34.0,,25.0,13.0,1.0,7.0,10.0,14.0,16.0,17.0,18.0,19.0,20.0,,,,94.9,176,,San Jose,206.0,100.0,exact,True,False
PORTLAND OREGON,1,54,19.0,,32.0,12.0,1.0,2.0,8.0,10.0,10.0,11.0,13.0,17.0,27.0,,,,93.8,176,,Portland,212.0,93.3,high_confidence,False,False
PORTLAND OREGON,2,54,15.0,,29.0,16.0,1.0,1.0,16.0,17.0,19.0,21.0,24.0,26.0,29.0,,,,95.1,176,,nan,,0.0,unmatched,False,False
PORTLAND OREGON,4,54,10.0,,36.0,21.0,12.0,13.0,15.0,17.0,18.0,19.0,26.0,27.0,34.0,,,,95.1,176,,nan,,0.0,unmatched,False,False
PORTLAND OREGON,5,54,10.0,10.0,23.0,15.0,10.0,11.0,12.0,13.0,15.0,16.0,17.0,19.0,23.0,,,,94.3,176,,nan,,0.0,unmatched,False,False
PORTLAND OREGON,,54,54.0,,36.0,15.0,1.0,9.0,11.0,13.0,15.0,17.0,21.0,25.0,29.0,,,,93.3,176,,nan,,0.0,unmatched,False,False
=== TABLE 75: PAGES 177-177 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 75: Pages 177-177 ===,,,skip,False,False
NEW JERSEY TOTAL,55,,11.0,,,,14.0,15.0,16.0,17.0,18.0,19.0,21.0,27.0,,,,,94.8,177,state_total,New Jersey Total,,,state_aggregate,False,False
NEW YORK TOTAL,54 55,,,,,,9.0,11.0,14.0,22.0,28.0,30.0,34.0,39.0,,,,,95.1,177,state_total,New York Total,,,state_aggregate,False,True
PENNSYLVANIA TOTAL,54,,,28.0,,1.0,3.0,7.0,8.0,,12.0,13.0,13.0,27.0,,,,,94.7,177,state_total,Pennsylvania Total,,,state_aggregate,False,False
COLUMBIA TOTAL,54 35,,,34.0,,1.0,5.0,9.0,14.0,17.0,18.0,20.0,21.0,27.0,,,,,91.7,177,,Columbia,90.0,72.7,low_confidence,False,True
KENTUCKY TOTAL,54,,3.0,,,,11.0,15.0,17.0,21.0,21.0,36.0,38.0,46.0,,,,,94.2,177,state_total,Kentucky Total,,,state_aggregate,False,False
WEST VIRGINA TOTAL,54,,,,,,1.0,5.0,5.0,6.0,6.0,,27.0,27.0,,,,,93.3,177,,WEST VIRGINA TOTAL,,0.0,unmatched,False,False
FLORIDA TOTAL,54,,1.0,,,1.0,2.0,2.0,3.0,5.0,5.0,11.0,15.0,17.0,,,,,93.9,177,state_total,Florida Total,,,state_aggregate,False,False
GEORGIA TOTAL,54,,,,,,4.0,4.0,8.0,8.0,8.0,,15.0,26.0,,,,,94.9,177,state_total,Georgia Total,,,state_aggregate,False,False
PLLINOIS TOTAL,54 55,,,,,,15.0,23.0,28.0,32.0,37.0,41.0,45.0,58.0,,,,,90.8,177,,PLLINOIS TOTAL,,0.0,unmatched,False,True
MICHIGAN TOTAL,53 54,,,,,,8.0,13.0,14.0,22.0,24.0,35.0,41.0,51.0,,,,,95.0,177,state_total,Michigan Total,,,state_aggregate,False,True
OHIO TOTAL,54 55,,3.0,,,,9.0,12.0,14.0,16.0,18.0,22.0,26.0,36.0,,,,,94.2,177,state_total,Ohio Total,,,state_aggregate,False,True
MINNESOTA TOTAL,54,,4.0,20.0,,4.0,5.0,6.0,9.0,11.0,12.0,15.0,16.0,19.0,,,,,94.3,177,state_total,Minnesota Total,,,state_aggregate,False,False
MISSOURI TOTAL,54,,2.0,,4.0,2.0,2.0,3.0,,4.0,4.0,,,6.0,,,,,95.4,177,state_total,Missouri Total,,,state_aggregate,False,False
LOUISIANA TOTAL,54,,6.0,22.0,14.0,,6.0,6.0,9.0,9.0,,19.0,19.0,24.0,,,,,91.2,177,state_total,Louisiana Total,,,state_aggregate,False,False
TEXAS TOTAL,54,,,59.0,13.0,,1.0,1.0,6.0,9.0,10.0,13.0,24.0,32.0,,,,,93.4,177,state_total,Texas Total,,,state_aggregate,False,False
COLORADO TOTAL,54,,4.0,11.0,6.0,,4.0,4.0,4.0,4.0,4.0,,,11.0,,,,,95.2,177,state_total,Colorado Total,,,state_aggregate,False,False
UTAH TOTAL,54,,14.0,,,,14.0,15.0,15.0,17.0,17.0,24.0,24.0,43.0,,,,,94.9,177,state_total,Utah Total,,,state_aggregate,False,False
ALASKA TOTAL,54 55,,,400.0,28.0,,1.0,4.0,7.0,9.0,11.0,15.0,19.0,34.0,,,,,93.9,177,state_total,Alaska Total,,,state_aggregate,False,True
TOTAL,54 55,,,,,,7.0,9.0,12.0,14.0,17.0,19.0,23.0,30.0,,,,,93.4,177,,TOTAL,,,state_aggregate,False,True
OREGON TOTAL,54,54,,,,,9.0,11.0,13.0,15.0,17.0,,25.0,29.0,,,,,94.6,177,state_total,Oregon Total,,,state_aggregate,False,False
MID ATLANTIC TOTAL,54 55,56,,,,,9.0,11.0,13.0,17.0,22.0,27.0,30.0,36.0,,,,,90.1,177,region_total,Mid Atlantic Total,,,skip,False,True
MIOD EAST TOTAL,54 55,,,,,,5.0,6.0,14.0,16.0,19.0,20.0,26.0,36.0,,,,,90.2,177,,MiOD EAST TOTAL,,0.0,unmatched,False,True
SOUTH EAST TOT AL,54,,,,,,2.0,4.0,5.0,8.0,8.0,11.0,15.0,19.0,,,,,94.8,177,,SOUTH EAST TOT AL,,,skip,False,False
MID WEST TOTAL,55,,,,,,9.0,12.0,15.0,18.0,22.0,27.0,35.0,46.0,,,,,91.9,177,region_total,Mid West Total,,,skip,False,False
GRT PLAINS TOT AL,54,,2.0,,,,4.0,4.0,6.0,8.0,9.0,12.0,15.0,17.0,,,,,94.2,177,,GRT PLAINS TOT AL,,0.0,unmatched,False,False
GULF SOUTH TOT AL,54,,,59.0,13.0,,1.0,5.0,6.0,9.0,10.0,15.0,23.0,32.0,,,,,94.6,177,,GULF SOUTH TOT AL,,,skip,False,False
ROCKY MNTN TOT AL,54,,4.0,,,,4.0,4.0,11.0,14.0,,17.0,17.0,24.0,,,,,93.3,177,,ROCKY MNTN TOT AL,,0.0,unmatched,False,False
PACIFIC COAST TOTAL,54 55,,,,,,6.0,9.0,11.0,14.0,17.0,19.0,24.0,30.0,,,,,93.2,177,region_total,Pacific Coast Total,,,skip,False,True
PACIFIC COAST TOTAL,53 55,,,,,,6.0,9.0,12.0,15.0,18.0,22.0,28.0,37.0,,,,,92.8,177,,,,,skip,False,True
=== TABLE 76: PAGES 178-178 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 76: Pages 178-178 ===,,,skip,False,False
KANAWHA. CO W VA,,,,,,,,,,,,,,,,,,,69.8,178,,Kanawha County,221.0,88.2,high_confidence,False,False
HILLSBOROUGH CO FLA,1,54,4.0,,11.0,,,1.0,1.0,,4.0,4.0,10.0,10.0,,,,,92.8,178,,Hillsborough County,222.0,90.5,high_confidence,False,False
FULTON CO GEORGIA,1,54,5.0,,29.0,8.0,1.0,1.0,2.0,2.0,4.0,4.0,,,30.0,,,,92.5,178,,Fulton County,223.0,72.7,low_confidence,False,False
HAMILTON COUNTY OHIO,1,54 55,36.0,,34.0,12.0,6.0,7.0,8.0,9.0,10.0,12.0,13.0,15.0,21.0,,,,91.7,178,,Hamilton County,224.0,91.9,high_confidence,True,False
TONKA BAY MINN,1,54,9.0,,38.0,9.0,1.0,2.0,2.0,,6.0,,,10.0,11.0,,,,94.3,178,,Tonka Bay,225.0,100.0,exact,False,False
SALT LAKE CO UTAH,1,54,5.0,,23.0,,1.0,1.0,9.0,9.0,11.0,11.0,12.0,12.0,24.0,,,,94.2,178,,Salt Lake County,228.0,89.5,high_confidence,False,False
MULTNOMAH CNTY ORE,1,54,12.0,,15.0,9.0,4.0,5.0,6.0,7.0,11.0,11.0,12.0,13.0,14.0,,,,92.6,178,,Multnomah County,229.0,94.7,high_confidence,False,False
MULTNOMAH CNTY ORE,,54 55,79.0,,38.0,10.0,1.0,,6.0,8.0,9.0,11.0,12.0,14.0,22.0,,,,94.7,178,,,,,skip,True,False
=== TABLE 77: PAGES 179-179 ===,,,,,,,,,,,,,,,,,,,,,,=== TABLE 77: Pages 179-179 ===,,,skip,False,False
NEW YORK N Y,55,,,,,,,,,,,,,,,,,,91.0,179,,New York,30.0,100.0,exact,False,False
NUMBER OF SAMPLES,,,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,,3.0,,,,,,,95.3,179,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,,,,,59.0,,39.0,,42.0,,35.0,,,,,,93.4,179,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,14.0,,,,37.0,37.0,39.0,,36.0,,27.0,,,,,,95.5,179,,Anchorage,187.0,62.5,low_confidence,False,False
MINIMUM,,,9.0,2.0,1.0,,23.0,34.0,39.0,,28.0,,,,,,,,87.9,179,,MINIMUM,,0.0,unmatched,False,False
WASHINGTON OC,54 55,,,,,,,,,,,,,,,,,,93.5,179,,Washington,61.0,88.9,high_confidence,False,True
NUMBER OF SAMPLES,,,3.0,,2.0,3.0,4.0,,4.0,4.0,,,,,,,,,95.6,179,,NUMBER OF SAMPLES,,0.0,unmatched,False,False
MAXIMUM,,,27.0,,,20.0,16.0,34.0,,32.0,,,,,,,,,94.8,179,,MAXIMUM,,0.0,unmatched,False,False
AVERAGE,,,82.0,,,8.0,9.0,24.0,,,16.0,,,,,,,,88.8,179,,Anchorage,187.0,62.5,low_confidence,False,False
AVERAGE,,,20.0,,,,5.0,19.0,,,15.0,,,,,,,,88.2,179,,nan,,0.0,unmatched,False,False
CHICAGO PLL,54 55,,,,,,,,,,,,,,,,,,72.8,179,,Chicago,99.0,90.9,high_confidence,False,True
