Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
DU LUTH MINN,57,,,,,,,,,,,,,,,84.5,63
NUMBER OF SAMPLES,,,,2,,3,2,2,2,2,3,2,2,,,94.9,63
MAX 1 MUM,,,17,,,127,19,25,199,152,118,,11,,,89.8,63
AVERAGE,,,13,23,,58,16,,111,96,101,3,8,,,94.7,63
MIN I MUM,,,10,16,,13,153,17,24,41,88,2,6,,,87.2,63
KA NSAS CITY MO,57,,,,,,,,,,,,,,,89.8,63
NUMBER OF AMPLES,,,,13,,13,11,il,12,8,15,8,6,,,90.5,63
MAX I MUM,,74,45,35,80,82,41,137,634,117,136,16,30,,,90.3,63
AVERAGE,,21,13,10,23,20,16,,75,37,27,7,7,,,95.2,63
MIN I MUM,,,,,1,,1,2,2,2,1,3,,,,82.8,63
ST LOU 1s MO,,,,,,,,,,,,,,,,53.0,63
NUMB ER OF SAMPLES,,,,,1,3,2,2,2,3,2,2,1,,,94.4,63
MAX I MUM,,,,,60,31,29,116,1201,738,239,14,11,,,86.2,63
AVER AGE,,,,,60,19,25,103,613,291,143,11,11,,,94.4,63
MIN 1 MUM,,,,,60,14,ai,90,26,,48,8,11,,,86.1,63
OM AHA NEB,,,,,,,,,,,,,,,,91.7,63
NUMB ER OF SAMPLES,,,,,,2,2,2,2,2,2,3,2,,,93.6,63
MAX t MUM,,,,,,20,143,75,278,169,33,26,12,,,93.2,63
AVER AGE,,,,,,11,81,47,170,107,32,16,9,,,92.2,63
MIN I MUM,,,,,,3,20,20,63,45,32,12,7,,,88.2,63
LINCOLN NEB,,,,,,,,,,,,,,,,82.5,64
NUMBER OF SAMPLES,,,,,,2,2,2,2,,,1,3,,,95.1,64
MAXIMUM,,,,,,19,54,110,29,223,38,8,35,,,87.1,64
AVERAGE,,,,,,10,40,72,27,153,20,38,1s,,,88.8,64
MINIMUM,,,,,,2,26,35,26,83,5,8,10,,,91.1,64
8 I SMARCK NU,57,,,,,,,,,,,,,,,71.2,64
NUMBER OF SAMPLES,,,,,,2,2,2,3,1,3,2,1,,,95.0,64
MAXIMUM,,,,,,41,36,331,61,61,81,15,13,,,90.6,64
AVERAGE,,,,,,41,27,267,38,61,50,11,13,,,94.1,64
MINEMUM,,,,,,41,19,203,17,61,16,7,13,,,91.6,64
sl OUX FALLS,,,,,,,,,,,,,,,,85.3,64
NUMBER OF SAMPLES,,,,,,2,2,2,2,2,3,2,2,,,95.6,64
MAXIMUM,,,,,,32,13,74,549,89,209,14,19,,,92.8,64
AVERAGE,,,,,,23,11,52,323,52,105,14,16,,,93.1,64
MINIMUM,,,,,,14,10,31,97,15,10,14,14,,,90.1,64
Ll TTLE ROCK ARK,,,,,,,,,,,,,,,,77.8,64
NUMBER OF SAMPLES,,,,,,2,2,2,3,2,2,2,2,,,93.4,64
MAXIMUM,,,,,,34,12,138,713,49,84,16,12,,,89.8,64
AVERAGE,,,,,,24,11,85,263,44,59,15,11,,,93.7,64
MINIMUM,,,,,,14,10,33,19,39,34,14,11,,,92.9,64
NE W ORLEANS LA,54 57,,,,,,,,,,,,,,,88.2,64
NUMBER OF SAMPLES,,9,7,10,7,,15,15,10,13,,13,16,,,94.6,64
MAXIMUM,,53,98,49,104,259,39,61,20,1427,312,67,110,,,95.2,64
AVERAGE,,10,27,24,29,48,13,9,,156,36,29,2u,,,92.8,64
MINIMUM,,2,,6,8,6,5,1,1,1,,1,4,,,93.8,64
BA TON ROUGE SAMPLES,57,,,,,,,,,,,,,,,85.0,64
NUMBER OF,,,,,1,2,2,2,3,1,3,2,2,,,95.8,64
MAXIMUM,,,,,23,44,60,52,92,87,124,23g,26,,,91.5,64
AVERAGE,,,,,23,34,34,39,55,87,103,18,21,,,94.2,64
MINIT MUM,,,,,23,25,9,26,23,87,87,8,16,,,79.3,64
AL BUQUERQUE NM,27,,,,,,,,,,,,,,,76.0,64
NUMBER OF SAMPLES,,,,,,2,2,2,1,539,2,2,2,,,95.3,64
MAXIMUM,,,,,,70,575,150,18,,148,21,19,,,92.4,64
AVERAGE,,,,,,50,297,110,18,317,81,14,16,,,92.0,64
MINEMUM,,,,,,31,20,70,18,95,14,8,13,,,94.8,64
TU LSA OKLA,57,,,,,,,,,,,,,,,93.8,64
NUMBER OF SAMPLES,,,,,,2,,,3,1,2,3,2,,,95.1,64
MAXIMUM,,,,,,74,11,,124,39,535,30,19,,,93.2,64
AVERAGE,,,,,,42,11,,115,39,287,16,15,,,93.4,64
MENTMUM,,,,,,10,11,,103,39,40,10,11,,,88.1,64
FT WORTH TEXAS,56,,,,,,,,,,,,,,,95.8,64
NUMBER OF SAMPLES,,8,8,12,7,10,12,11,13,12,13,14,9,,,89.8,64
MAXIMUM,,38,152,100,23,145,34,45,47,127,68,44,32,,,93.2,64
AVERAGE,,12,32,27,13,33,15,12,14,25,15,14,1g,,,92.7,64
MINIMUM,,2,1,6,6,4,1,2,1,,1,,1,,,95.2,64
LAKEWORTH TEXAS,53 55,,,,,,,,,,,,,,,91.8,64
NUMBER OF SAMPLES,,4,5,5,4,5,6,8,7,5,3,5,5,,,94.4,64
MAX 1 MUM,,5,13,47,S12,126,20,8,8,32,13,37,31,,,76.4,64
AVERAGE,,3,5,26,22,51,12,5,,13,10,23,13,,,89.8,64
MINIMUM,,2,,12,4,2,3,3,1,4,6,16,2,,,90.2,64
HOUSTON TEXAS,57,,,,,,,,,,,,,,,94.3,64
NUMBER OF SAMPLES,,9,8,10,6,9,13,12,9,6,10,12,17,,,95.7,64
MAXIMUM,,23,196,29,37,84,31,123,107,539,101,,39,,,93.5,64
AVERAGE,,6,52,11,23,25s,14,23,17,110,28,20,13,,,91.7,64
MINIMUM,,,1,1,3,5,3,1,,,2,1,,,,93.0,64
BELLAIRE TEXAS,56,,,,,,,,,,,,,,,94.0,64
NUMBER OF SAMPLES,,6,3,3,1,1,2,3,7,5,4,4,4,,,96.0,64
MAXIMUM,,54,2,13,61,4,9,7,7,21,25,42,16,,,91.5,64
AVERAGE,,20,3,7,61,4,6,4,3,6,8,2i,9,,,94.8,64
,,1,1,,61,4,4,2,1,,1,1,,,,95.0,64
DA LLAS TEXAS,27,,,,,,,,,,,,,,,88.5,64
NUMBER OF SAMPLES,,1,2,3,,3,2,2,2,2,1,3,,,,93.3,64
MAXIMUM,,15,9,57,,31,999,181,672,245,298,38,31,,,94.1,64
AVERAGE,,15,7,33,,22,618,147,345,142,298,18,31,,,92.2,64
MINIMUM,,15,5,10,,6,238,114,19,40,298,7,31,,,93.8,64
SA N ANTONIO TEXAS,,,,,,,,,,,,,,,,74.8,64
NUMBER OF SAMPLES,,,1,1,1,2,2,2,2,1618,2,2,2,,,94.0,64
MAXIMUM,,,24,41,15,21,95,85,347,,140,16,15,,,92.7,64
AVERAGE,,,24,41,15,19,56,66,185,816,78,14,11,,,94.9,64
MIiNEMUM,,,24,41,15,18,18,48,23,14,17,13,3,,,91.2,64
EL PASO TEXAS,57,,,,,,,,,,,,,,,87.0,64
NUMBER OF SAMPLES,,,,,,2,2,4,2,3,2,2,2,,,95.7,64
MAXIMUM,,,,,,64,B84,277,28,1931,241,24,32,,,90.8,64
AVERAGE,,,,,,50,60,201,21,1662,127,16,25,,,94.1,64
MINIMUM,,,,,,36,37,168,14,1276,14,9,19,,,91.7,64
co RPUS CHRISTI TEXA,57,,,,,,,,,,,,,,,82.2,64
NUMBER OF SAMPLES,,1,1,,1,2,,2,2,3,1,2,3,,,94.7,64
MAX EMUM,,13,15,,3,17,17,44,234,1494,66,24,21,,,83.2,64
AVERAGE,,13,15,,3,14,12,29,132,592,66,18,19,,,94.5,64
MINIMUM,,13,15,,3,11,,15,31,13,66,13,is,,,94.4,64
DENVER coL,54 57,,,,,,,,,,,,,,,88.0,65
NUMBER OF SAMPLES,,9,8,3,7,3,13,13,11,11,,10,,,,94.9,65
MAXIMUM,,100,49,339,46,57,214,1063,116,1592,631,63,4%,,,85.9,65
AVERAGE,,25,13,126,24,28,57,145,24,198,123,14,27,,,95.2,65
MINIMUM,,1,1,,1,10,8,3,2,2,2,2,16,,,94.2,65
BOISE,57,,,,,,,,,,,,,,,94.5,65
NUMBER OF SAMPLES,,,,,,3,2,2,3,2,2,2,1,,,95.4,65
MAXIMUM,,,,,,140,30,1423,42,453,36,20,6,,,93.0,65
AVERAGE,,,,,,75,23,778,30,294,25,17,6,,,91.8,65
MINIMUM,,,,,,7,17,135,21,136,,14,6,,,91.1,65
HELENA MONTANA,57,,,,,,,,,,,,,,,88.3,65
NUMBER OF SAMPLES,,,,,,3,2,2,2,2,3,1,3,,,93.7,65
MAXIMUM,,,,,,89,33,241,37,82,30,8,27,,,93.6,65
AVERAGE,,,,,,58,20,137,24,54,17,8,19,,,95.2,65
MtNtMUM,,,,,,28,7,33,12,26,8,8,12,,,88.4,65
SALT LAKE CITY UTAH,553 37,,,,,,,,,,,,,,,81.3,65
NUMBER OF SAMPLES,,8,7,3,1,4255,7,6,9,160,3,7,9,,,93.2,65
MAXIMUM,,48,46,1800,55,,37,88,,,53,170,TT,,,89.6,65
AVERAGE,,17,11,o17,,608,15,36,6061,43,29,46,27,,,93.6,65
MINIMUM,,1,,25,55,31,4,4,2,3,3,4,,,,92.6,65
CHEYENNE WYO,57,,,,,,,,,,2,,,,,87.8,65
NUMBER OF SAMPLES,,1,1,1,2,1,3,3,2,2,,2,3,,,95.0,65
MAXIMUM,,49,,12,37,2,75,1560,242,361,2337,21,49,,,91.3,65
AVERAGE,,49,,12,22,2,49,1071,144,,1273,11,35,,,92.3,65
MINIMUM,,49,22,12,8,2,14,592,47,B2,210,2,25,,,92.9,65
ANCHORAGE ALASKA,53 57,,,,,,,,,,,,,,,89.5,65
NUMBER OF SAMPLES,,6,8,7,8,9,10,7,7,12,7,13,10,,,92.2,65
MAXIMUM,,11,11,10,20,16,14,40,7,110,14,43,15,,,93.4,65
AVERAGE,,2,3,3,5,4,3,9,1,21,8,i5,5,,,92.8,65
,,,,,,,,1,,,2,1,,,,95.7,65
PHOENIX ARI,57,,,,,,,,,,,,,,,89.7,65
NUMBER OF SAMPLES,,,,,,3,2,2,2,2,3,2,2,,,94.9,65
MAXIMUM,,,,,,75,30,3691,S1,143,7319,64,32,,,84.4,65
AVERAGE,,,,,,61,27,1984,36,131,2458,50,23,,,95.7,65
MINIMUM,,,,,,50,25,277,22,120,19,36,15,,,92.8,65
LOS ANGELES CALIF,54 57,,,,,,,,,,,,,,,92.4,65
NUMBER OF SAMPLES,,,1,6,5,8,4,4,2,1,,2,1,,,95.3,65
MAXIMUM,,,1,26,73,69,15,273,16,33,,25,29,,,95.0,65
AVERAGE,,,1,7,15,23,7,78,14,33,,22,29,,,93.9,65
MINIMUM,,,1,,1,1,2,6,12,33,,19,29,,,94.5,65
SAN FRANCISCO CALIF,55 57,,,,,,,,,,,,,,,83.8,65
NUMBER OF SAMPLES,,1,,,,6,5,4,5,4,2,1,3,,,95.4,65
MAX tMUM,,30,,,,33,,7,9,69,16,15,56,,,83.1,65
AVERAGE,,30,,,,16,6,5,3,37,13,15,34,,,95.6,65
MINIMUM,,30,,,,7,1,,,20,10,15,7,,,95.2,65
PASADENA CALIF,53 57,,,,,,,,,,,,,,,86.0,65
NUMBER OF SAMPLES,,9,8,9,8,9,9,8,6,6,7,5,6,,,94.3,65
MAXIMUM,,56,43,29,60,82,9,8,9,49,37,20,47,,,95.2,65
AVERAGE,,23,9,9,16,20,4,4,4,21,28,8,13,,,94.9,65
MINIMUM,,2,1,1,,6,1,3,2,2,6,1,,,,94.6,65
BERKELEY CALIF,54 55,,,,,,,,,,,,,,,90.8,65
NUMBER OF SAMPLES,,3,5,4,7,3,4,3,2,3,4,5,4,,,94.5,65
,,5,25,19,9,4,2,2,1,40,24,S51,40,,,90.6,65
AVERAGE,,2,6,7,4,1,,1,,17,16,25,15,,,92.8,65
MINIMUM,,1,,,,,,1,,3,10,8,6,,,85.7,65
SA N JOSE CALIF,54 57,,,,,,,,,,,,,,,94.3,65
NUMBER OF SAMPLES,,5,4,10,7,9,10,8,10,10,8,9,5,,,93.7,65
MAXIMUM,,4,11,25,23,18,15,14,17,110,34,35,68,,,88.8,65
AVERAGE,,2,4,9,9,7,6,4,4,34,26,17,20,,,95.9,65
,,1,1,1,,1,1,1,1,1,17,5,4,,,93.6,65
SA N LEANDRO CALIF,55 56,,,,,,,,,,,,,,,89.0,65
NUMBER OF SAMPLES,,5,3,3,3,2,3,4,8,2,1,1,4,,,95.4,65
MAXIMUM,,37,42,27,17,28,4,112,11,48,34,2,40,,,95.2,65
AVERAGE,,24,20,15,13,26,2,30,3,26,34,2,is,,,93.2,65
MINIMUM,,,9,4,5,24,1,1,1,4,34,2,2,,,94.2,65
SA N CALIF,57,,,,,,,,,,,,,,,91.2,65
NUMBER OF SAMPLES,,1,2,1,,3,1,3,3,1,2,,2,,,95.2,65
MAXIMUM,,14,17,33,65,59,23,43,19,86,46,19,17,,,92.2,65
AVERAGE,,14,15,33,65,26,23,23,14,86,42,14,15,,,93.8,65
MINIMUM,,14,14,33,65,8,23,12,11,86,38,10,13,,,92.5,65
BU RBANK CALIF,57,,,,,,,,,,,,,,,90.8,65
NUMBER OF SAMPLES,,1,1,,,2,2,2,3,1,2,4,1,,,95.1,65
MAXIMUM,,10,21,,,25,13,50,35,36,36,19,16,,,93.3,65
AVERAGE,,10,21,,,14,8,37,29,36,27,14,16,,,93.0,65
MINIMUM,,10,21,,,3,4,24,22,36,19,11,16,,,93.8,65
SA N,,,,,,,,,,,,,,,,93.0,65
NUMBER OF SAMPLES,,,1,1,,2,3,5,1,1,1,2,1,,,95.0,65
MAXIMUM,,,8,55,,40,3500,64,41,113,19,20,19,,,85.9,65
AVERAGE,,,8,35,,29,1186,58,41,113,19,19,19,,,92.6,65
MINIMUM,,,8,55,,18,21,49,41,115,19,19,19,,,93.4,65
HONOLULY HAWAI SAMPLES,56 57,,,,,,,,,,,,,,,78.4,66
NUMBER OF,,1,2,,27,,36,,38,,,,,,,91.1,66
MAXIMUM,,6,30,37,,47,,,,,38,25,24,,,95.2,66
AVERAGE,,6,17,30,17,24,13,30,14,21,i9,,11,,,92.6,66
MINIMUM,,6,4,23,,,,,,,,,,,,95.0,66
LAS VEGAS NEVA,57,,,,,,,,,,,,,,,94.2,66
UMBER OF,,,,,,,,,,,,,,,,93.5,66
MAXIMUM,,,,,,42,3800,250,29,546,44,36,,,,94.8,66
AVERAGE,,,,,,40,2082,152,27,334,36,25,22,,,95.1,66
MIENEMUM,,,,,,38,18,55,25,98,28,15,17,,,88.3,66
PORTLAND OREGON,53 57,,,,,,,,,,,,,,,80.8,66
NUMBER OF SAMPLES,,13,7,17,,10,10,13,1i,11,35,23,16,,,91.4,66
MAXIMUM,,32,11,,18,31,16,35,11,57,43,185,19,,,93.4,66
AVERAGE,,4,2,1s,,,,,,25,12,37,,,,92.3,66
4UM,,,,,,,,,,,,,,,,50.0,66
SEATTLE WASH,57,,,,,,,,,,,,,,,84.3,66
NUMBER OF SAMPLES,,3,1,,,,,,,,,,,,,94.4,66
MAXIMUM,,21,16,,10,30,16,,,,27,,,,,89.7,66
AVERAGE,,12,16,,,19,10,,,31,23,,,,,90.7,66
MINIMUM,,2,16,,,,,,,,19,,,,,93.0,66
M1 DOLESEX CNTY MASS,55 56,,,,,,,,,,,,,,,70.2,67
NUMBER OF SAMPLES,,,1,1,1,6,4,6,4,3,2,,,,,93.7,67
MAXIMUM,,,6,7,2,13,6,15,2,,16,,,,,90.0,67
AVERAGE,,,6,7,2,7,3,5,1,43,8,,,,,95.5,67
MINIMUM,,,6,7,2,2,1,1,1,18,,,,,,94.6,67
KA NAWHA CO W VA,54 56,,,,,,,,,,,,,,,92.4,67
NUMBER OF SAMPLES,,3,5,2,2,5,5,6,4,6,2,4,2,,,95.3,67
MAXIMUM,,46,60,10,20,35,20,9,4,30,10,16,34,,,94.1,67
AVERAGE,,18,21,9,11,12,7,5,2,9,8,11,22,,,91.3,67
MINIMUM,,4,3,9,3,1,1,2,1,3,7,6,11,,,91.2,67
HI LLSBOROUGH CO FLA,53 56,,,,,,,,,,,,,,,82.0,67
NUMBER OF SAMPLES,,7,7,10,10,5,2,7,7,5,6,3,6,,,92.9,67
MAXIMUM,,4,10,37,31,613,15,2i,14,14,29,39,40,,,93.4,67
AVERAGE,,1,4,13,10,131,11,5,4,5,12,29,10,,,90.9,67
MINIMUM,,,,1,4,7,8,1,1,,2,23,,,,87.9,67
FU LTON CO GEORGIA,53 55,,,,,,,,,,,,,,,89.3,67
NUMBER OF SAMPLES,,5,8,9,9,5,5,8,6,3,4,2,4,,,94.7,67
MAXIMUM,,8,24,14,43,531,8,8,10,36,31,19,55,,,94.6,67
AVERAGE,,3,4,8,13,120,5,3,5,17,14,17,15,,,95.2,67
MINIMUM,,,,1,2,4,3,1,1,6,1,15,,,,94.2,67
HA MiLTON COUNTY OHI,53,,,,,,,,,,4,6,7,,,82.2,67
NUMBER OF SAMPLES,,6,7,10,3,5,3,4,,4,,,,,,94.8,67
MAXIMUM,,9,11,9,5,23,9,6,3,4,9,10,15,,,94.5,67
AVERAGE,,2,,2,3,5,,3,2,2,6,4,4,,,95.8,67
MUM,,,,1,1,,1,2,1,2,2,1,,,,94.3,67
TONKA BAY MINN,53 54,,,,,,,,,,,,,,,90.4,67
NUMBER OF SAMPLES,,3,4,4,4,4,4,3,,4,4,6,4,,,95.4,67
MAXIMUM,,2,1,13,3,4,4,4,,9,8,23,1,,,95.6,67
AVERAGE,,1,,3,1,2,3,2,,2,5,10,,,,95.4,67
MINIMUM,,1,,,,1,2,,,,1,2,,,,95.0,67
EDINA MINN,54,,,,,,,,,,,,,,,82.7,67
NUMBER OF SAMPLES,,3,3,3,1,1,3,,,,,1,4,,,94.8,67
MAXIMUM,,8,5,10,12,34,70,,,,,18,14,,,93.2,67
AVERAGE,,5,3,10,12,34,33,,,,,18,10,,,95.6,67
MLENITMUM,,3,2,10,12,34,9,,,,,18,5,,,87.3,67
DENVER COUNTY COLO,54,,,,,,,,,,,,,,,95.0,67
NUMBER OF SAMPLES,,4,3,10,2,6,5,4,6,6,7,,,,,94.9,67
MAX MUM,,32,30,517,20,,41,172,14,50,66,61,56,,,94.0,67
AVERAGE,,12,14,118,14,38,21,72,6,14,20,39,28,,,94.1,67
MINIMUM,,4,4,11,8,,12,,1,2,,i1,11,,,89.5,67
SALT LAKE CO UTAR,53 55,,,,,,,,,,,,,,,93.7,67
NUMBER OF SAMPLES,,6,2,4,2,,6,9,5,3,2,,5,,,94.7,67
MAXIMUM,,11,1,,31,17,32,17,13,30,58,170,56,,,90.4,67
AVERAGE,,,1,10648,29,17,16,9,5,,31,67,18,,,94.3,67
MINIMUM,,1,1,6,27,17,7,3,2,5,5,20,,,,94.8,67
MULTNOMAH CNTY ORE,54 55,,,,,,,,,,,,,,,91.6,67
NUMBER OF SAMPLES,,,1,1,,2,,3,,1,6,,,,,95.2,67
MAXIMUM,,,4,,,1,,2,,2,23,116,,,,94.9,67
AVERAGE,,,4,,,1,,1,,2,12,50,,,,93.9,67
MINIMUM,,,4,,,1,,1,,2,6,2,,,,94.6,67
LITCHFIELD CNTY CONNT,55 56,,,,,,,,,,,,,,,76.0,68
NUMBER OF SAMPLES,,3,,,,2,1,,1,,,1,3,,,94.2,68
MAXIMUM,,10,,,,20,7,,5,,,3,21,,,90.7,68
AVERAGE,,,,,,is,7,,5,,,3,15,,,92.7,68
MtENIMUM,,,,,,11,7,,5,,,3,4,,,85.5,68
ACADIA NATAL PARK ME,37,,,,,,,,,,,,,,,80.4,68
NUMBER OF SAMPLES,,,,,,2,1,3,2,2,,3,2,,,94.8,68
MAXIMUM,,,,,,27,32,7,12,22,24,,10,,,89.6,68
AVERAGE,,,,,,25,32,5,11,19,24,17,6,,,95.0,68
MINIMUM,,,,,,23,32,4,11,17,24,7,2,,,92.0,68
MT MANSFIELO FRST VT,57,,,,,,,,,,,,,,,86.4,68
NUMBER OF SAMPLES,,,,,,,,,2,2,1,2,,,,95.3,68
MAXIMUM,,,,,,,,,60,189,102,20,,,,93.4,68
AVERAGE,,,,,,,,,35,111,102,14,,,,95.2,68
MINIMUM,,,,,,,,,10,34,102,8,,,,93.8,68
WORCESTER COUNTY MO,57,,,,,,,,,,,,,,,91.8,68
NUMBER OF SAMPLES,,,,,,,,5,4,4,3,5,3,,,94.3,68
MAXIMUM,,,,,,,,48,70,374,41,26,16,,,91.1,68
AVERAGE,,,,,,,,22,28,109,24,16,12,,,95.6,68
MINIMUM,,,,,,,,5,5,16,12,8,7,,,94.1,68
CAPE HATTERAS NC,57,,,,,,,,,,,,,,,94.2,68
NUMBER OF SAMPLES,,,,,,,,2,1,,2,2,1,,,94.0,68
,,,,,,,,14,17,,55,15,is,,,92.4,68
AVERAGE,,,,,,,,13,17,,32,14,18,,,95.2,68
MINIMUM,,,,,,,,13,17,,10,13,is,,,85.8,68
SHENANDOAH PARK VA,57,,,,,,,,,,,,,,,93.8,68
NUMBER OF SAMPLES,,,,,,3,4,3,3,3,3,4,2,,,95.4,68
MAXIMUM,,,,,,42,338,65,654,150,48,53,13,,,94.1,68
AVERAGE,,,,,,24,100,36,245,a9,33,29,11,,,94.6,68
MINIMUM,,,,,,11,8,2i,25,14,24,14,9,,,92.4,68
HOLLY RIVER PK W VA,57,,,,,,,,,,,,,,,88.7,68
NUMBER OF SAMPLES,,,,,,2,3,4,4,4,3,3,2,,,95.5,68
MAXIMUM,,,,,,24,55,55,710,73,B82,21,17,,,86.9,68
AVERAGE,,,,,,14,40,40,201,42,43,13,14,,,95.3,68
MINIMUM,,,,,,4,25,22,17,8,10,3,,,,93.0,68
GU LF SHORES PARK AL,57,,,,,,,,,,,,,,,95.0,68
NUMBER OF SAMPLES,,,,,,,,,,,4,4,4,,,95.5,68
MAX 1 MUM,,,,,,,,,,,126,17,22,,,56.5,68
AVERAGE,,,,,,,,,,,76,14,16,,,95.2,68
MINIMUM,,,,,,,,,,,44,8,12,,,94.2,68
FL ORIDA KEYS FLORIO A,57,,,,,,,,,,,,,,,85.3,68
NUMBER OF SAMPLES,,,,,,,,,1,4,3,3,3,,,95.2,68
MAXIMUM,,,,,,,,,81,87,174,22,24,,,92.2,68
AVERAGE,,,,,,,,,81,53,130,13,18,,,93.7,68
MINIMUM,,,,,,,,,81,25,Ti,8,10,,,87.0,68
OA TLANO GA,57,,,,,,,,,,,,,,,89.5,68
NUMBER OF SAMPLES,,,,,,2,2,2,2,1,3,2,2,,,94.5,68
MAXIE MOM,,,,,,28,40,54,22,28,43,7,14,,,76.9,68
AVERAGE,,,,,,19,28,36,16,28,28,6,14,,,94.0,68
MINIMUM,,,,,,11,16,i8,11,28,4,6,,,,84.4,68
JA CKSON COUNTY MISS,57,,,,,,,,,,,,,,,93.4,68
NUMBER OF SAMPLES,,,,,,,,,4,3,5,3,5,,,90.8,68
MUM,,,,,,,,,40,1129,894,15,26,,,84.5,68
AVERAGE,,,,,,,,,23,386,267,11,18,,,92.3,68
MINIMUM,,,,,,,,,16,11,24,9,14,,,89.8,68
FT DONELSON TENN,57,,,,,,,,,,,,,,,92.2,68
NUMBER OF SAMPLES,,,,,,2,2,3,2,2,2,2,1,,,94.5,68
MAXIMUM,,,,,,47,17,353,43,289,62,21,10,,,89.9,68
AVERAGE,,,,,,29,13,182,33,158,60,16,10,,,94.4,68
MINIMUM,,,,,,11,9,26,23,28,58,12,10,,,94.7,68
SA NG AMON COUNTY MLE,57,,,,,,,,,,,,,,,61.7,68
NUMBER OF ES,,,,,,1,2,2,2,2,1,2,1,,,92.0,68
MAXIMUM,,,,,,23,24,22,19,87,24,25,25,,,91.7,68
AVERAGE,,,,,,23,23,18,16,62,24,19,25,,,94.7,68
,,,,,,23,22,14,14,37,24,13,25,,,94.1,68
HU RON COUNTY MICH,57,,,,,,,,,,,,,,,93.8,68
NUMBER OF SAMPLES,,,,,,1,4,4,4,4,5,4,4,,,95.5,68
MAXIMUM,,,,,,17,20,219,15,226,96,23,12,,,94.8,68
AVERAGE,,,,,,17,15,74,if,82,52,13,8,,,88.4,68
MiINI-LMUM,,,,,,17,12,9,8,15,22,7,5,,,86.2,68
PE RRYS MEMORIAL OHI 0,57,,,,,,,,,,,,,,,82.5,68
NUMBER OF SAMPLES,,,,,,,,,,,2,2,4,,,94.7,68
MAXIMUM,,,,,,,,,,,64,12,17,,,95.5,68
AVERAGE,,,,,,,,,,,55,11,12,,,92.2,68
MINIMUM,,,,,,,,,,,47,11,5,,,74.2,68
EL Lis COUNTY KANSAS,57,,,,,,,,,,,,,,,85.0,68
NUMBER OF SAMPLES,,,,,,1,1,2,2,1,2,,2,,,92.8,68
MAXIMUM,,,,,,2i,86,62,1316,83,S1,,36,,,81.9,68
AVERAGE,,,,,,21,86,59,670,83,28,,22,,,88.9,68
MINIMUM,,,,,,21,86,57,24,83,5,,,,,94.6,68
co 0K COUNTY MINN,57,,,,,,,,,,,,,,,82.6,68
NUMBER OF SAMPLES,,,,,,2,2,1,3,2,,2,2,,,95.2,68
MAXIMUM,,,,,,28,18,122,20,45,,15,14,,,93.1,68
AVERAGE,,,,,,20,15,122,13,30,,14,,,,91.7,68
MINIMUM,,,,,,13,,122,9,16,,13,10,,,91.1,68
SHANNON COUNTY MO,57,,,,,,,,,,,,,,,86.5,69
NUMBER OF SAMPLES.,,,,,,,,,1,4,,4,5,,,93.6,69
,,,,,,,,,100,239,113,29,26,,,93.8,69
AVERAGE,,,,,,,,,100,89,62,17,17,,,95.3,69
MI N1MUM,,,,,,,,,100,31,19,8,12,,,65.9,69
TH OMAS COUNTY NEBR,57,,,,,,,,,,,,,,,88.2,69
NUMBER OF SAMPLES,,,,,,,,,,2,4,2,3,,,94.7,69
MAX1MUM,,,,,,,,,,142,123,9,560,,,93.0,69
AVERAGE,,,,,,,,,,100,47,8,201,,,95.6,69
MitNtMUM,,,,,,,,,,59,3,7,19,,,80.4,69
WA RO COUNTY N,57,,,,,,,,,,,,,,,89.4,69
NUMBER OF SAMPLES,,,,,,,,,,,4,4,5,,,92.0,69
MAXIMUM,,,,,,,,,,,36,14,16,,,83.5,69
AVERAGE,,,,,,,,,,,19,7,9,,,93.2,69
MINIMUM,,,,,,,,,,,5,5,4,,,91.2,69
BL ACK HILLS FRST s D,,,,,,,,,,,,,,,,80.3,69
NUMBER OF SAMPLES,,,,,,,,,,,2,1,2,,,93.7,69
MAXIMUM,,,,,,,,,,,730,17,27,,,93.0,69
AVERAGE,,,,,,,,,,,381,17,21,,,86.2,69
MINIMUM,,,,,,,,,,,33,17,is,,,89.0,69
PT WORONZOF ALASKA,56 57,,,,,,,,,,,,,,,87.4,69
NUMBER OF SAMPLES,,,3,,4,5,4,3,4,4,4,6,7,,,92.3,69
MAXIMUM,,34,38,,26,18,4,4,2,26,10,12,8,,,94.2,69
AVERAGE,,34,18,,11,5,2,2,1,20,8,8,7,,,90.1,69
MtNtMUM,,34,4,,5,,1,1,1,10,4,2,4,,,88.5,69
GR AND CANYON ARIZ,57,,,,,,,,,,,,,,,95.0,69
NUMBER OF SAMPLES,,,,,,,2,3,,4,5,4,,,,96.0,69
MAXIMUM,,,,,,,154,558,135,830,350,Sl,35,,,91.2,69
AVERAGE,,,,,,,87,362,84,322,99,24,21,,,90.8,69
MINIMUM,,,,,,,21,130,23,42,8,15,9,,,80.1,69
WA IMANOLO HAWAII,57,,,,,,,,,,,,,,,58.0,69
NUMBER OF SAMPLES,,,2,2,2,2,2,2,2,2,2,2,1,,,94.9,69
MAXIMUM,,18,17,9,34,34,19,5,4,86,72,5,9,,,93.5,69
