Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Avg_Confidence,Page_Num
GRAND RAPIDS SAMPLES i,57,,,,,,,,,,,,,,,81.0,17
WAXIMUM R OF,,2,2,2,2,2,3,,3,1,1,,,,,88.8,17
,,101,164,205,108,252,355,,135,229,288,,,,,95.2,17
AVERAGE,,93,143,146,97,173,203,,114,229,288,,,,,95.1,17
MINIMUM,,86,123,87,87,95,105,,101,229,288,,,,,88.2,17
KALAMAZOO WICH,57,,,,,,,,,,,,,,,91.0,17
NUMBER OF SAMPLES,,2,3,1,3,2,2,2,2,2,1,3,2,,,95.7,17
MUN,,92,156,49,93,181,53,62,91,127,41,64,168,,,93.5,17
AVERAGE,,,110,49,81,132,47,53,64,123,41,53,132,,,93.1,17
MtwiMul,,62,72,49,70,84,41,45,37,120,41,44,96,,,87.8,17
LANSING MICH,57,,,,,,,,,,,,,,,91.7,17
NUMBER OF SAMPLES,,2,2,1,4,3,2,2,3,1,2,2,2,,,92.9,17
MAX MUM,,86,113,140,121i,152,121,,112,51,57,76,101,,,89.8,17
AVERAGE,,77,83,140,108,97,110,115,93,Si,55,T1,81,,,90.8,17
MINIMUM,,69,53,140,77,34,99,79,81,51,,67,61,,,82.8,17
FLUNT MICH,57,,,,,,,,,,,,,,,87.0,17
NUMBER OF SAMPLES,,2,3,1,3,1,2,3,2,2,3,2,2,,,94.7,17
MAX1 MUM,,134,235,98,171,190,137,175,155,139,209,1790,102,,,90.6,17
AVERAGE,,110,173,98,132,190,126,127,138,132,130,153,95,,,94.5,17
MiNi MUM,,87,112,98,107,190,115,87,122,126,79,137,88s,,,86.4,17
CUNCINNATI OHIO,53 57,,,,,,,,,,,,,,,82.0,17
MUMBER OF SAMPLES,,25,39,88,35,30,28,27,24,34,24,33,41,,,93.8,17
,,301,289,656,396,297,334,220,286,,418,444,326,,,95.5,17
AVERAGE,,134,142,168,146,140,148,122,137,155,125,178,150,,,91.2,17
MINT MUM,,26,50,39,17,58,56,36,58,60,25,32,32,,,82.9,17
YOUNGSTOWN OHIO,56 S7,,,,,,,,,,,,,,,89.2,17
NUMBER OF SAMPLES,,2,2,2,3,2,1,7,8,8,2,5,4,,,93.4,17
MAXIMUM,,139,249,190,263,231,63,198,424,651,359,406,164,,,91.6,17
AVERAGE,,107,229,145,170,187,63,126,244,306,,220,119,,,93.6,17
MINIMUM,,76,209,101,102,144,63,7S,103,89,2a4,116,88,,,90.6,17
CANTOW OHIO,57,,,,,,,,,,,,,,,75.0,17
NUMBER OF SAMPLES,,2,2,2,2,3,1,3,3,1,2,2,3,,,94.7,17
MAXIMUM,,164,274,304,248,291,112,220,216,151,226,210,186,,,93.2,17
AVERAGE,,152,219,294,132,245,112,141,183,151,163,1653,142,,,86.8,17
,,141,164,285,117,185,112,70,129,151,102,116,1908,,,88.5,17
CLEVELAND OH 10,57,,,,,,,,,,,,,,,92.5,17
NUMBER OF SAMPLES,,2,3,2,1,3,2,2,2,2,2,3,2,,,95.5,17
MAXIMUM,,194,314,141,147,161,125,214,299,221,247,258,200,,,92.4,17
AVERAGE,,161,249,117,147,140,123,194,296,154,182,224,185,,,95.1,17
MING MU,,129,175,93,147,106,122,174,294,87,118,193,171,,,85.5,17
COLUMBUS oO SAMPLES,57,,,,,,,,,,,,,,,72.5,17
NUMBER OF,,2,2,3,2,2,2,2,2,3,4,3,2,,,95.2,17
MAXIMUM,,211,241,222,132,132,175,180,248,189,274,310,136,,,94.2,17
AVERAGE,,201,237,184,120,104,144,174,241,171,229,240,130,,,94.4,17
MIN MUM,,191,234,145,108,77,114,169,234,159,176,164,125,,,85.4,17
TOLEDO,57,,,,,,,,,,,,,,,80.0,17
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,3,2,2,2,,,94.7,17
MUM,,77,206,156,134,148,130,290,99,179,311,116,160,,,94.9,17
AVERAGE,,T1,176,118,94,101,123,174,86,141,292,92,118,,,91.5,17
MINI MUM,,66,147,81,483,55,117,59,73,87,93,68,76,,,87.6,17
LORAIN OF,57,,,,,,,,,,,,,,,83.3,18
NUMBER SAMPLES,,2,2,2,2,2,3,2,2,2,3,2,2,,,94.4,18
MAXIMUM,,145,247,124,127,182,159,279,215,78,398,136,343,,,92.8,18
AVERAGE,,114,204,99,134,160,131,173,165,66,267,102,230,,,93.5,18
MiNi MUM,,B84,162,75,122,138,114,68,116,55,105,69,117,,,80.6,18
MILWAUKEE W 18,57,,,,,,,,,,,,,,,74.5,18
NUMBER OF SAMPLES,,2,2,2,3,2,1,2,2,2,3,2,2,,,94.0,18
MUM,,160,367,217,347,142,64,183,119,159,225,216,249,,,92.3,18
AVERAGE,,148,231,157,266,104,64,164,113,156,160,102,183,,,94.8,18
,,137,95,97,177,67,64,145,107,153,122,8a,117,,,93.2,18
RACINE W br,57,,,,,,,,,,,,,,,47.5,18
NUMBER SAMPLES,,2,1,3,2,2,2,2,2,1,2,2,2,,,95.5,18
MAX MUM,,138,134,273,164,100,173,199,163,198,124,255,189,,,93.9,18
AVERAGE,,99,134,213,155,78,118,133,138,198,123,182,134,,,92.8,18
Mini,,60,134,124,147,56,64,67,113,1968,1232,119,79,,,83.5,18
OES MOINES 1OWA,57,,,,,,,,,,,,,,,74.5,18
NUMBER OF SAMPLES,,2,2,2,,3,2,2,2,2,2,2,3,,,95.6,18
MAXIMUM,,204,4358,153,177,401,196,233,198,129,164,117,220,,,90.6,18
AVERAGE,,,333,124,143,253,190,197,143,103,127,110,163,,,92.7,18
MiMi MUM,,180,208,96,109,165,165,162,89,77,90,103,115,,,84.9,18
KANSAS CITY KANSAS,55 57,,,,,,,,,,,,,,,80.8,18
NUMBER OF SAMPLES,,,3,,8,11,10,7,5,5,1,,,,,92.9,18
MAXIMUM,,,378,242,470,299,292,219,276,314,146,,,,,95.3,18
AVERAGE,,,213,146,232,174,145,137,152,144,146,,,,,93.7,18
MIM tue,,,82,58,89,48,30,65,,76,146,,,,,75.1,18
WICHITA KANSA 8,57,,,,,,,,,,,,,,,89.5,18
NUMBER OF SAMPLES,,2,3,1,3,1,3,3,2,1,2,3,2,,,90.5,18
MAXIMUM,,73,128,94,110,332,131,135,117,68,169,156,,,,92.1,18
AVERAGE,,66,97,94,83,332,98,123,114,68,113,93,64,,,93.7,18
MINIMUM,,59,41,94,57,332,84,101,112,68,58,46,61,,,93.1,18
MINNEAPOLIS Minn,53 57,,,,,,,,,,,,,,,80.8,18
NUMBER OF SAMPLES,,13,15,15,14,15,17,14,34,38,18,17,15,,,93.5,18
MAXIMUM,,269,221,722,206,472,135,143,277,249,,1853,282,,,88.8,18
AVERAGE,,126,146,161,115,147,85,100,,115,122,115,150,,,93.5,18
MIKIMUM,,71,93,60,46,,42,60,44,41,64,45,56,,,91.8,18
OULUTH MIAN,57,,,,,,,,,,,,,,,76.0,18
NUMBER OF SAMPLES,,,2,3,1,3,2,2,2,2,3,2,2,,,95.2,18
MUM,,123,141,401,56,139,123,166,217,166,197,87,231,,,92.2,18
AVERAGE,,123,121,225,56,99,95,125,152,95S,139,67,139,,,90.1,18
MUM,,123,101,129,56,73,67,84,87,25,79,47,48,,,89.2,18
KANSAS CITY wo,53 57,,,,,,,,,,,,,,,75.2,18
NUMBER OF SAMPLES,,14,11,19,19,20,16,16,18,13,19,14,9,,,94.7,18
MAXIMUM,,490,541,393,528,271,209,248,504,298,418,,389,,,91.6,18
AVERAGE,,229,190,192,217,130,107,132,163,185,138,148,125,,,94.2,18
Mini MUM,,48,56,41,69,36,41,45,57,T6,12,,27,,,84.0,18
wo,55 57,,,,,,,,,,,,,,,68.7,18
NUMBER OF SAMPLES,,10,12,10,10,12,11,18,22,19,16,13,9,,,93.0,18
MAXIMUM,,800,,313,310,332,269,322,253,332,537,259,375,,,89.1,18
AVERAGE,,287,318,222,219,186,171,187,180,217,226,165,278,,,95.0,18
MINIMUM,,127,227,158,140,96,95,105,122,107,104,39,196,,,88.8,18
BRENTWOOD,,,,,,,,,,,,,,,,96.0,18
NUMBER OF SAMPLES,,2,,4,4,2,,2,4,5,3,4,2,,,94.2,18
MAXIMUM,,82,,122,120,,,74,117,203,143,191,,,,80.3,18
AVERAGE,,81,,103,90,150,,70,87,125,117,103,122,,,93.8,18
MiNi MUM,,81,,79,75,144,,67,62,92,70,46,93,,,82.8,18
BRECKENRIDGE,55 56,,,,,,,,,,,,,,,93.0,18
WUMBER OF SAMPLES,,4,3,2,4,2,,,1,4,2,3,,,,94.7,18
MAXi MUM,,267,398,220,321,242,,,99,265,255,175,167,,,91.9,18
AVERAGE,,157,238,208,212,2332,,,99,147,168,1086,167,,,89.5,18
MINIMUM,,70,122,197,112,222,,,99,50,82,,167,,,89.5,18
OMAHA NEB,,,,,,,,,,,,,,,,83.5,18
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,2,3,2,,,95.2,18
MAXURUM,,114,138,194,178,86,110,135,148,106,169,143,171,,,90.2,18
AVERAGE,,1086,125,152,120,81,106,123,123,105,158,109,163,,,91.2,18
MIintimul,,103,113,110,89,77,102,112,99,105,127,92,156,,,86.5,18
Li NCOLM WEB,57,,,,,,,,,,,,,,,70.5,18
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,3,1,3,,,95.2,18
MAXIMUM,,105,185,128,248,140,132,128,122,170,85,112,223,,,94.5,18
AVERAGE,,88,163,112,203,122,100,113,117,158,75,112,184,,,93.4,18
,,72,141,96,175,104,68,98,113,146,65,1132,128,,,92.7,18
81 SMARCK NOD,,,,,,,,,,,,,,,,77.7,18
NUMBER OF SAMPLES,,2,2,2,2,2,2,2,3,1,3,2,1,,,93.1,18
MAXIMUM,,160,66,220,132,,74,128,108,121,148,131,134,,,92.8,18
AVERAGE,,108,58,219,121,109,732,115,93,121,89,1132,134,,,89.9,18
,,56,,218,111,80,71,98,75,121,,94,134,,,92.4,18
si OUX FALLS 80,57,,,,,,,,,,,,,,,82.0,18
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,2,3,2,2,,,94.5,18
MAXIMUM,,70,131,115,123,86,,83,100,82,92,159,169,,,94.4,18
AVERAGE,,69,107,101,100,70,52,67,93,81,72,108,129,,,93.4,18
MINT MUM,,69,84,88,68,,,51,87,a1,62,58,90,,,74.5,18
LITTLE ROCK ARK,57,,,,,,,,,,,,,,,94.2,19
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,3,2,2,2,2,,,94.1,19
MUM,,108,42,139,97,57,87,136,170,126,135,6s,76,,,91.9,19
AVERAGE,,76,38,99,79,S1,75,120,114,94,109,76,,,,91.8,19
MIM MUM,,45,34,59,63,46,63,105,63,63,,67,39,,,82.9,19
WEW ORLEANS A,54 57,,,,,,,,,,,,,,,89.0,19
R Q SAMPLES,,19,17,19,19,19,19,19,13,,15,18,18,,,88.1,19
MAXIMUM,,159,204,249,214,775,135,i109,103,164,239,137,167,,,89.8,19
AVERAGE,,80,95,89,98,118,73,73,78,77,99,66,,,,94.8,19
MINIMUM,,34,44,39,46,36,32,39,39,26,47,16,26,,,90.9,19
BATON ROUGE,57,,,,,,,,,,,,,,,93.0,19
NUMBER OF SAMPLES,,,3,2,2,2,2,2,3,1,3,2,2,,,93.2,19
MAXIMUM,,,163,280,162,,151,218,192,161,316,292,265,,,91.5,19
AVERAGE,,,130,214,116,140,149,159,161,181,,196,158,,,92.7,19
MINIMUM,,,112,148,70,128,148,100,130,181,138,100,72,,,88.7,19
ALBUQUERQUE,57,,,,,,,,,,,,,,,61.5,19
MBER OF SAMPLES,,2,2,3,,2,2,2,1,2,2,2,2,,,95.1,19
,,258,281,208,,123,184,218,168,265,199,341,375,,,89.9,19
AVERAGE,,235,215,173,,118,175,172,168,206,192,266,287,,,95.2,19
,,212,149,145,,114,167,126,168,148,186,1932,199,,,93.0,19
oK OF,57,,,,,,,,,,,,,,,82.3,19
UAxXi R SAMPLES,,3,,2,1,2,1,,3,1,2,3,2,,,84.6,19
MOM,,53,,268,80,74,53,,148,a0,138,113,76,,,81.6,19
AVERAGE,,44,,164,60,48,53,,125,80,95,,71,,,90.3,19
,,40,,101,80,22,53,,100,80,53,52,67,,,89.5,19
FT WORTH TEXAS,56,,,,,,,,,,,,,,,94.5,19
NUMBER OF SAMPLES,,8,12,15,10,12,14,i2,13,14,14,14,9,,,93.6,19
MAXIMUM,,291,327,2928,1292,131,142,155,136,,210,167,213,,,93.3,19
AVERAGE,,155,167,318,323,85,99,94,98,125,116,136,134,,,94.3,19
MINIMUM,,75,76,81,90,55,67,69,69,46,35,71,54,,,91.4,19
LAKEWORTH TEX,53 55,,,,,,,,,,,,,,,91.0,19
NUMBER OF SAMPLES,,4,5,5,6,7,8,8,,5,3,5,5,,,94.4,19
MAXIMUM,,87,513,443,608,375,268,207,226,348,166,128,185,,,92.9,19
AVERAGE,,50,173,192,267,144,119,129,129,155,94,,100,,,91.0,19
Mint MUM,,32,55,46,125,54,44,90,83,56,44,62,10,,,83.6,19
HOUSTON TEXAS,53 57,,,,,,,,,,,,,,,93.8,19
NUMBER OF SAMPLES,,12,13,16,12,11,18,i7,,,18,21,23,,,89.3,19
MAXIMUM,,291,299,264,635,143,170,197,219,3792,292,301,399,,,90.2,19
AVERAGE,,123,1453,149,163,113,91,93,128,165,147,125,178,,,92.0,19
MINIMUM,,38,75,62,85,75,57,59,45,66,93,14,38,,,90.2,19
BELLAIRE TEX,53 56,,,,,,,,,,,,,,,95.8,19
NUMBER OF SAMPLES,,,4,8,3,,4,4,7,5,7,,7,,,94.8,19
MAXIMUM,,508,120,341,187,154,167,167,265,,196,336,2906,,,92.8,19
AVERAGE,,218,91,184,144,127,129,107,139,134,122,133,144,,,93.0,19
,,82,58,69,91,110,104,56,91,108,36,89,,,,91.8,19
DALLAS TEXA oF SAMPLES,57,,,,,,,,,,,,,,,50.0,19
BER,,2,2,3,1,3,2,2,2,2,2,3,1,,,95.8,19
,,92,95,243,127,164,152,196,117,116,45,135,182,,,93.9,19
AVERAGE,,69,83,213,1327,100,137,177,102,109,31,111,182,,,90.1,19
MINE MUM,,46,71,161,127,38,1253,158,87,1038,18,76,182,,,79.1,19
SAM ANTONIO TEXAS,57,,,,,,,,,,,,,,,70.0,19
NUMBER OF SAMPLES,,2,3,1,3,2,2,2,2,2,3,2,2,,,94.4,19
MAXIMUM,,67,161,247,204,135,174,136,110,105,1290,116,630,,,91.5,19
AVERAGE,,62,163,247,164,111,115,102,91,98,101,72,341,,,93.0,19
,,57,154,247,125,88,56,76,72,92,668,28,,,,91.4,19
EL PASO TEX,57,,,,,,,,,,,,,,,87.0,19
NUMBER OF SAMPLES,,3,2,2,2,2,2,4,2,3,2,2,3,,,91.9,19
MAXIMUM,,369,266,302,325,613,153,229,107,198,312,348,305,,,91.8,19
AVERAGE,,257,174,251,272,358,134,172,101,154,209,,305,,,93.8,19
Mimi Mun,,155,82,200,219,104,116,127,95,108,106,168,301,,,87.6,19
CORPUS CHRISTI TEXAS,57,,,,,,,,,,,,,,,89.0,19
NUMBER OF SAMPLES,,2,2,2,3,2,2,2,2,3,1,2,3,,,92.9,19
MAXIMUM,,111,48,173,70,64,59,74,87,78,114,67,86,,,89.8,19
AVERAGE,,92,41,126,57,53,47,73,72,64,114,53,64,,,89.0,19
MINIMUM,,73,35,a0,45,42,36,73,58,52,114,43,50,,,89.0,19
DENVER COL,54 57,,,,,,,,,,,,,,,95.0,19
NUMBER OF SAMPLES,,10,10,11,11,11,19,17,13,13,10,10,8,,,91.7,19
MAXIMUM,,344,235,351,382,218,228,,180,248,235,311,339,,,88.1,19
AVERAGE,,179,1190,206,162,115,129,159,128,144,175,150,,,,91.4,19
MINT MUM,,75,37,54,65,15,64,,92,78,92,82,134,,,80.4,19
BOISE,57,,,,,,,,,,,,,,,92.5,19
WUMBER OF SAMPLES,,7,4,4,2,3,2,2,3,2,2,2,1,,,93.2,19
MAXIMUM,,161,102,188,93,94,83,178,120,127,121,207,79,,,93.7,19
AVERAGE,,137,88,166,84,78,65,125,114,106,118,200,79,,,90.8,19
,,1068,74,144,75,52,48,,105,8s,116,193,79,,,90.4,19
HELENA,57,,,,,,,,,,,,,,,84.5,19
NUMBER OF SAMPLES,,2,3,1,2,3,2,2,2,2,3,1,3,,,93.3,19
MAXIMUM,,205,39,25,78,134,109,197,126,466,,145,86,,,93.3,19
AVERAGE,,117,33,25,56,97,63,155,126,410,60,143,53,,,91.8,19
MINIMUM,,30,268,25,35,57,17,113,126,355,38,143,17,,,91.6,19
SALT LAKE CITY UTANW,53 57,,,,,,,,,,,,,,,77.0,20
NUMBER OF SAMPLES,,408,461,6,184,26 4,204,1070,133,,210,332,,,,84.0,20
MAXIMUM,,,,425,,,,,,,,,,,,89.5,20
AVERAGE,,2453,273,205,137,129,124,189,130,154,135,196,2329,,,84.6,20
,,68,125,86,98,74,54,93,67,58,953,72,99,,,89.8,20
CHEYENNE WYO,,,,,,,,,,,,,,,,93.0,20
NUMBER OF SAMPLES,,2,2,2,3,1,3,3,2,2,,2,3,,,95.3,20
MAXIMUM,,T2,47,52,62,28,62,85,94,130,76,61,35,,,87.0,20
AVERAGE,,60,39,42,44,28,56,72,80,95,64,42,46,,,92.9,20
Mint MUM,,49,31,32,22,28,45,64,67,60,,a3,34,,,82.2,20
ANCHORAGE ALASK,53 57,,,,,,,,,,,,,,,93.2,20
NUMBER OF SAMPLES,,8,11,9,14,11,12,9,7,12,,14,12,,,89.4,20
MAXIMUM,,242,210,196,3112,1155,853,466,330,684,18591,306,201,,,90.8,20
AVERAGE,,118,97,88,589,430,387,235,222,237,442,164,98,,,90.0,20
Miwi MUM,,65,24,22,62,207,173,,78,62,92,45,38,,,87.9,20
PHOENIX AR 4,57,,,,,,,,,,,,,,,74.2,20
MUMBER OF SAMPLES,,2,2,2,2,3,2,2,2,2,,2,2,,,93.9,20
MAXIMUM,,358,258,205,421,240,200,407,150,253,,302,488,,,92.8,20
AVERAGE,,327,214,176,322,178,1359,382,135,239,2153,,485,,,89.4,20
Mimi Mul,,297,170,147,224,140,119,157,,225,128,266,478,,,83.2,20
LOS ANGELES CALIF,54 57,,,,,,,,,,,,,,,95.0,20
NUMBER OF SAMPLES,,2,3,,6,9,4,4,2,1,,3,1,,,92.5,20
MAXIMUM,,142,371,372,350,309,255,279,214,242,282,361,235s,,,92.5,20
AVERAGE,,136,320,272,241,204,212,233,212,242,279,258,,,,95.1,20
MINIMUM,,131,257,102,109,94,186,153,,242,276,89,,,,88.5,20
SAN FRANCISCO CALIF,,,,,,,,,,,,,,,,92.7,20
NUMBER OF SAMPLES,,6,5,6,5,9,8,10,8,8,,6,4,,,94.3,20
MAXU MUM,,177,96,68,156,89,117,93,77,106,136,146,,,,90.7,20
AVERAGE,,104,60,56,105,53,85,56,,,,102,1908,,,90.4,20
MINIMUM,,45,45,46,43,11,54,19,19,28,TS,47,59,,,88.3,20
PASADENA CALIF,53 57,,,,,,,,,,,,,,,90.8,20
NUMBER OF SAMPLES,,9,13,17,18,19,12,12,10,9,11,8,7,,,94.5,20
,,442,401,574,240,356,228,252,220,366,598,269,991,,,92.8,20
AVERAGE,,213,167,176,128,162,174,197,160,196,252,181,368,,,93.1,20
,,65,84,56,42,64,119,130,41,123,79,69,83,,,93.4,20
BERKELEY CALIF,,,,,,,,,,,,,,,,93.5,20
RUMBER OF SAMPLES,,4,6,,8,7,15,4,7,9,,,4,,,93.5,20
MAXIMUM,,118,271,172,247,131,101,136,143,166,190,298,254,,,94.0,20
AVERAGE,,80,171,89,85,100,68,99,,95,,96,131,,,93.7,20
MINIMUM,,44,86,42,36,60,44,78,50,60,31,38,45,,,93.2,20
SAN JOSE CALIF,54 57,,,,,,,,,,,,,,,89.4,20
NUMBER OF SAMPLES,,11,12,14,12,13,13,11,14,i4,13,13,9,,,91.8,20
MAXIMUM,,249,191,231,136,149,174,311,356,338,232,299,220,,,90.3,20
AVERAGE,,142,120,106,83,100,105,129,175,164,147,124,120,,,91.4,20
MiNi MUM,,31,21,41,27,27,45,51,102,57,83,37,25,,,80.4,20
SAN LEANDRO CALIF,55 56,,,,,,,,,,,,,,,82.2,20
NUMBER OF SAMPLES,,5,3,4,4,5,13,12,22,17,13,13,4,,,91.7,20
MAXIE MUM,,286,112,174,155,204,224,244,298,623,320,321,96,,,80.7,20
AVERAGE,,122,85,118,105,142,147,156,167,201,154,176,,,,92.8,20
MUNI MUM,,46,39,63,34,99,111,89,98,69,66,,,,,78.6,20
SAN DIEGO CALI,57,,,,,,,,,,,,,,,90.8,20
NUMBER OF SAMPLES,,2,2,2,2,3,1,3,3,1,,3,2,,,93.6,20
MAXIMUM,,150,143,95,88,77,55,205,1909,101,97,157,241,,,89.4,20
AVERAGE,,108,100,72,60,64,,137,92,101,86,1353,176,,,90.3,20
MiMi Mul,,67,598,50,32,54,,86,78,101,76,89,112,,,76.7,20
BURBANK CAL,57,,,,,,,,,,,,,,,91.3,20
WUMBER OF SAMPLES,,2,2,3,2,2,2,2,3,1,,4,1,,,94.0,20
MAXIMUM,,297,185,176,179,97,120,148,316,165,164,433,391,,,94.4,20
AVERAGE,,169,132,126,152,72,111,146,236,165,174,286,391,,,94.5,20
MIN 7 eUe,,41,79,91,126,48,103,144,185,165,165,165,391,,,78.3,20
SAN BERNARDINO CALIF,57,,,,,,,,,,,,,,,59.2,20
WUMBER OF SAMPLES,,1,2,2,2,2,3,5,1,1,,2,1,,,90.6,20
MAXIMUM,,35,317,108,182,183,336,306,289,470,336,453,180,,,92.4,20
AVERAGE,,35,214,94,157,153,287,248,289,470,336,386,180,,,94.6,20
MWtNi MU,,35,112,81,133,124,260,161,289,470,336,320,iso,,,84.9,20
HONOLULU HAWAII,56 57,,,,,,,,,,,,,,,81.2,20
HUMBER OF SAMPLES,,2,2,2,3,8,11,7,8,5,,6,,,,93.8,20
MAXIMUM,,77,83,87,76,50,38,34,44,38,45,72,832,,,82.0,20
AVERAGE,,55,68,72,51,35,31,30,33,33,38,,47,,,92.3,20
MINIMUM,,34,54,58,38,20,27,23,24,29,29,35,29,,,87.8,20
LAS VEGAS NEVAD,57,,,,,,,,,,,,,,,86.0,20
MUMBER OF SAMPLES,,1,2,2,4,2,3,2,2,3,,2,,,,93.2,20
MAXIMUM,,163,237,184,468,139,163,,147,160,122,246,242,,,92.2,20
AVERAGE,,163,183,154,235,135,132,144,137,151,121,,213,,,91.4,20
Mimi Mul,,163,129,125,128,132,117,131,128,135,120,54,165,,,81.7,20
PORTLAND OREGON,53 57,,,,,,,,,,,,,,,89.2,20
NUMBER OF SAMPLES,,18,14,31,13,11,12,17,50,28,37,26,21,,,94.4,20
MAXIMUM,,200,199,343,243,384,205,222,186,2190,4853,632,250,,,88.9,20
AVERAGE,,110,99,92,123,135,115,120,99,125,222,284,112,,,94.5,20
MINIMUM,,34,27,33,26,32,56,41,46,44,,38,35,,,92.5,20
SEATTLE WASH,57,,,,,,,,,,,,,,,95.0,20
NUMBER OF SAMPLES,,3,2,1,2,3,2,2,2,3,,1,2,,,93.4,20
MAXIMUM,,236,446,120,55,163,137,135,125,167,147,51,113,,,88.7,20
AVERAGE,,165,253,120,50,144,94,126,102,117,131,51,76,,,94.2,20
MINIMUM,,115,60,120,46,95,62,117,80,T7,115,51,41,,,90.5,20
MIODOLESEX CNTY MASS,34 56,,,,,,,,,,,,,,,75.4,21
NUMBER OF SAMPLES,,8,9,,8,9,9,9,9,8,13,11,,,,93.0,21
MAXIMUM,,118,77,104,47,112,75,81,80,91,205,60,58,,,91.1,21
AVERAGE,,61,,51,34,50,52,,49,68,78,43,34,,,91.5,21
MINIMUM,,23,14,25,21,36,33,38,28,48,33,23,23,,,94.1,21
LA KEHURST N J,55,,,,,,,,,,,,,,,92.6,21
NUMBER OF SAMPLES,,10,10,,8,5,3,4,2,4,1,3,,,,95.8,21
MAX 1MUM,,48,70,64,63,,49,68,51,51,30,65,76,,,79.5,21
AVERAGE,,72,224,96,147,64,68,101,52,76,30,97,120,,,93.8,21
MINIMUM,,27,19,,31,26,24,38,50,30,30,49,43,,,92.8,21
KA NAWHA CO W VA,34 56,,,,,,,,,,,,,,,84.0,21
NUMBER OF SAMPLES,,4,6,,5,8,5,6,4,8,5,7,,,,93.0,21
MAXIMUM,,263,309,109,232,294,159,248,243,219,152,249,421,,,91.3,21
AVERAGE,,101,176,82,123,143,87,127,156,118,81,82,178,,,91.5,21
,,21,58,67,46,54,33,46,66,56,45,41,49,,,92.3,21
LLSBOROUGH FLA,53 56,,,,,,,,,,,,,,,92.2,21
NUMBER OF SAMPLES,,,8,11,11,8,3,9,10,9,8,7,,,,93.2,21
MAXIMUM,,92,123,85,98,57,35,47,66,49,50,69,92,,,93.5,21
AVERAGE,,34,57,54,45,35,22,24,35,27,36,49,53,,,91.6,21
MINIMUM,,21,20,25,22,9,3,5,7,11,18,25,17,,,92.9,21
FU LTON CO GEORGIA,53 55,,,,,,,,,,,,,,,91.7,21
NUMBER OF SAMPLES,,5,8,10,10,6,5,8,7,3,4,2,,,,95.4,21
MAXIMUM,,72,109,98,116,107,82,79,97,B81,87,80,75,,,88.2,21
AVERAGE,,53,66,74,65,63,53,43,62,75,,69,58,,,93.4,21
MINIMUM,,41,35,28,28,33,31,9,27,66,31,59,45,,,83.8,21
HA MILTON COUNTY OHI 0,53 55,,,,,,,,,,,,,,,78.1,21
NUMBER OF SAMPLES,,6,8,12,3,5,3,4,4,4,4,7,,,,93.7,21
,,135,118,176,103,84,89,54,46,59,34,228,214,,,93.9,21
AVERAGE,,59,63,87,71,57,61,37,33,48,25,96,106,,,94.4,21
MI NEMUM,,22,45,20,45,39,31,20,21,32,15,25,34,,,81.1,21
TO NKA BAY MINN,53 34,,,,,,,,,,,,,,,91.7,21
NUMBER OF SAMPLES,,3,4,,4,4,4,113,,4,4,6,,,,88.9,21
,,58,77,81,267,78,109,,,48,54,i 4,44g,,,90.6,21
AVERAGE,,,50,74,118,59,43,65,,24,29,65,35,,,94.2,21
MINIMUM,,40,22,70,28,34,17,39,,13,12,28,29,,,94.2,21
ED INA MINN,54 55,,,,,,,,,,,,,,,79.2,21
NUMBER OF SAMPLES,,3,,,4,272,,,,,,1,,,,88.3,21
MAXIMUM,,136,94,208,189,,748,,,,,99,93,,,93.5,21
AVERAGE,,88,69,97,128,191,237,,,,,99,68,,,94.9,21
,,50,,,64,135,72,,,,,99,37,,,94.7,21
DE NVER COUNTY COLO,54 56,,,,,,,,,,,,,,,92.2,21
NUMBER OF SAMPLES,,8,7,10,8,8,10,8,7,8,8,6,,,,93.6,21
MAXIMUM,,170,106,145,199,172,169,382,117,108,120,116,106,,,94.6,21
AVERAGE,,79,56,76,103,72,91,144,72,63,68,77,54,,,93.8,21
MINIMUM,,28,28,20,46,22,ei,43,34,22,41,45,15,,,91.0,21
SA LT LAKE co UTAR,53 55,,,,,,,,,,,,,,,90.9,21
NUMBER OF SAMPLES,,6,2,,3,4,8,9,5,3,2,5,,,,94.8,21
MAXIMUM,,135,128,99,54,207,101,107,71,140,37,1 6,240,,,94.1,21
AVERAGE,,79,98,73,47,84,67,60,52,83,33,71,77,,,93.9,21
MINITLMUM,,50,68,40,36,37,22,29,43,36,30,39,27,,,89.7,21
MU LTNOMAH CNTY ORE,54,,,,,,,,,,6,,,,,94.3,21
NUMBER OF SAMPLES,,,1,,,2,,3,2,2,,4,,,,95.6,21
MAXIMUM,,,40,84,40,91,,539,110,115,122,140,,,,92.2,21
AVERAGE,,,40,84,40,59,,47,90,78,103,116,,,,94.0,21
MINUMUM,,,40,ad,40,28,,29,714,41,83,99,,,,87.2,21
LITCHFIELD CNTY CONN,54 56,,,,,,,,,,,,,,,84.6,22
